"pack","level","capability","map_name","map_size","map_fit","tools","agent_force","enemy_force","enemy_posture","posture_issue","briefing_RA","win_condition","lose_condition","max_turns","tick_budget","wrong_strategy_loss"
"expansion-aggro-3-base-greedy","easy","reasoning","expansion-aggro-3-base-greedy-arena","192x80","wide-justified","observe, deploy, build, place_building, harvest, move_units, stop","2× MCV pre-positioned at NE (165,15) and SE (165,65) — no starter base; cash 0","Light Soviet patrols near each candidate region","no bot on easy","","Commander, this is a multi-deploy logistics task. You are given 2 MCVs (Mobile Construction Vehicles — deploy them in place to create a Construction Yard) already inside their designated eastern regions — NE near (165,15) and SE near (165,65). No cash, no build phase. Deploy each MCV in place within about 60 turns. Two Construction Yards, one at each target region.","≥1 yard inside the NE target region AND ≥1 yard inside the SE target region, within 5400 ticks.","One or both regions yardless at deadline (5401 ticks).","65","5853","Holding either MCV in reserve forfeits a region; moving an MCV out of its region first wastes ticks."
"expansion-aggro-3-base-greedy","medium","reasoning","expansion-aggro-3-base-greedy-arena","192x80","wide-justified","observe, deploy, build, place_building, harvest, move_units, stop","3× MCV cluster at NW staging — no starter base; cash 0","Light Soviet patrols loiter near each candidate (NE, E, SE)","patrol (light Soviet patrols loiter at corners but can't catch a prompt deploy)","","Commander, this is a multi-deploy logistics task with three MCVs and three targets. You are given 3 MCVs clustered at the north-west staging — no starter base. Drive each MCV to a distinct eastern region — NE (165,15), E (165,40), SE (165,65) — and deploy in place. Light Soviet patrols loiter but cannot catch a prompt commit. Three Construction Yards, one per region, within about 60 turns.","≥1 yard inside each of NE, E, SE target regions, within 5400 ticks.","Any region yardless at deadline (5401 ticks).","65","5853","Holding any MCV back loses a region; routing all three through one corridor lets the patrols catch the lagging MCVs."
"expansion-aggro-3-base-greedy","hard","reasoning","expansion-aggro-3-base-greedy-arena","192x80","wide-justified","observe, deploy, build, place_building, harvest, move_units, stop","3× MCV cluster at NW or SW staging by seed — no starter base; cash 0","Doubled patrols near every target","patrol (light Soviet patrols loiter at corners but can't catch a prompt deploy)","","Commander, this is a multi-deploy logistics task from a seed-rotated staging corner. You are given 3 MCVs clustered at the north-west or south-west by seed — no starter base. Three target regions — NE, E, SE. Read each MCV's actual position and assign it to whichever target it can reach fastest. Doubled patrols sit near every target. Three yards, one per region, within about 54 turns.","≥1 yard inside each of NE, E, SE target regions, within 4800 ticks.","Any region yardless at deadline (4801 ticks).","60","5403","Holding any MCV back loses a region; a memorised ""always send MCV#1 to NE"" mis-assigns when the staging shifts; doubled patrols catch lagging MCVs."
"expansion-balanced-2-base-defended","easy","reasoning","rush-hour-arena","160x60 (per overrides)","wide-justified","observe, deploy, build, place_building, move_units, attack_unit, stop","NW base: fact+tent+powr @(15-18,20-23) + 1× MCV @ map centre; cash 1500","Light patrol oscillates near the eastern candidate","patrol (light patrol oscillates between NW and candidate regions)","","Commander, this is an expand-and-fortify task. You hold a north-west starter base — Construction Yard, Allied Barracks, Power Plant — with one spare MCV (Mobile Construction Vehicle — deploy to create a yard) parked at the map centre, plus cash $1500. Drive the MCV east to (130,15) and deploy. Build at least one pillbox (stationary defensive turret) somewhere across your bases and train at least three rifle infantry. A light patrol oscillates near the new candidate. Two yards (one at the eastern target), one pillbox, three units alive, within about 60 turns.","≥2 facts, ≥1 pbox, ≥3 own units alive, within 5400 ticks.","NW yard lost, or deadline (5401 ticks).","65","5853","Holding the spare MCV in reserve loses the second yard; ignoring the defence lets the patrol chip the NW yard."
"expansion-balanced-2-base-defended","medium","reasoning","rush-hour-arena","160x60 (per overrides)","wide-justified","observe, deploy, build, place_building, move_units, attack_unit, stop","NW base + spare MCV @ centre; cash 1500","Patrol near NW chips the starter if undefended","patrol (light patrol oscillates between NW and candidate regions)","","Commander, this is an expand-and-fortify task with patrols pressuring BOTH bases. You hold a NW starter base and one spare MCV at the map centre; cash $1500. Deploy the spare MCV at the eastern target near (130,15). Build TWO pillboxes — patrols chip both bases. Train three rifle infantry. Two yards, two pillboxes, three units alive, within about 60 turns.","≥2 facts, ≥2 pbox, ≥3 own units alive, within 5400 ticks.","NW or NE yard lost, or deadline (5401 ticks).","60","5403","Skimping on either base's defence lets the patrol chip that yard; failing to deploy the spare MCV leaves the second-yard clause unsatisfied."
"expansion-balanced-2-base-defended","hard","reasoning","rush-hour-arena","160x60 (per overrides)","wide-justified","observe, deploy, build, place_building, move_units, attack_unit, stop","NW starter base + spare MCV; MCV column varies by seed; cash 2500","Doubled patrols + TWO candidate eastern regions (NE 130,15 and SE 130,45)","patrol (light patrol oscillates between NW and candidate regions)","","Commander, this is an expand-and-fortify task with the candidate region varying by seed. You hold a NW starter base and one spare MCV; cash $2500. Two candidate eastern regions — NE (130,15) and SE (130,45). Drive the MCV to whichever is nearer and deploy. Doubled patrols pressure both bases and both candidates. Two yards, three pillboxes, four units alive, within about 54 turns.","≥2 facts, ≥3 pbox, ≥4 own units alive, within 4800 ticks.","Either yard lost, or deadline (4801 ticks).","60","5403","Sending the MCV to the farther candidate burns ~600 ticks and misses the 4800 close-out; under-defending either base loses a yard to the doubled patrol."
"expansion-turtle-1-base-fortified","easy","reasoning","rush-hour-arena","128x40","wide","observe, build, place_building, move_units, attack_unit, stop","Pre-placed base: fact (16,20) + tent + 2× powr + proc + harv; cash 6500","4× rifle hunt band incoming","hunt (hunt-bot raid band actively seeks the agent base)","","Commander, this is a fortify-in-place task. You hold a pre-placed Allied base — Construction Yard, Allied Barracks, two Power Plants, Ore Refinery and one harvester — with cash $6500. No MCV, no expansion. A 4-rifle hunt band advances on your base. Build three pillboxes AND one gun turret (the War Factory is the gun turret's prerequisite, so build that too). Three own units alive, Construction Yard intact, within about 60 turns.","≥3 pbox, ≥1 gun, ≥3 own units alive, Construction Yard standing, within 5400 ticks.","Yard lost, fewer than 3 own units alive, or deadline (5401 ticks).","62","5583","Pure-army (no pbox/gun) gets ground down by the hunt band; over-tech (skip pbox) leaves the yard exposed; ignoring the gun-turret prerequisite (War Factory) blocks the gun build."
"expansion-turtle-1-base-fortified","medium","reasoning","rush-hour-arena","128x40","wide","observe, build, place_building, move_units, attack_unit, stop","Pre-placed base + 4× powr (heavier power draw); cash 8500","6× rifle + 2× rocket-soldier hunt band","hunt (hunt-bot raid band actively seeks the agent base)","","Commander, this is a fortify-in-place task with a heavier wave and power constraint. You hold a pre-placed Allied base with four Power Plants (the intended fortification draws more power than two plants supply); cash $8500. Six rifle and two rocket-soldier attackers advance. Build SIX pillboxes AND two gun turrets. Three units alive, yard intact, within about 60 turns.","≥6 pbox, ≥2 gun, ≥3 own units alive, Construction Yard standing, within 5400 ticks.","Yard lost, power-negative throttles production, fewer than 3 own units, or deadline (5401 ticks).","62","5583","Pure-army gets ground down; over-tech leaves the yard exposed; a power-negative base throttles defence production and the wave breaks through."
"expansion-turtle-1-base-fortified","hard","reasoning","rush-hour-arena","128x40","wide","observe, build, place_building, move_units, attack_unit, stop","Single base spawn-rotated NORTH (y=12) or SOUTH (y=28); same composition; cash 9500","Symmetric hunt bands arrive regardless of base latitude","hunt (hunt-bot raid band actively seeks the agent base)","","Commander, this is a fortify-in-place task with the base latitude flipping by seed. You hold a single Allied base at either the north band (y≈12) or south band (y≈28); cash $9500. Symmetric hunt bands arrive regardless of which latitude is live. Build eight pillboxes AND two gun turrets. Three units alive, yard intact, within about 60 turns.","≥8 pbox, ≥2 gun, ≥3 own units alive, Construction Yard standing, within 5400 ticks.","Yard lost, fewer than 3 own units, or deadline (5401 ticks).","62","5583","A memorised pbox layout aligned to one latitude fails on the flipped seed; pure-army or pure-tech still loses by yard."
"mid-concede-vs-hold","easy","reasoning","mid-concede-arena","160x60","wide-justified","observe, move_units, attack_unit, attack_move, set_stance, stop","TWO bases — WEST (24,20) and EAST (78,20) — each Construction Yard + Ore Refinery + small tank garrison; flex squad at centre","Hunt waves at both bases simultaneously, EAST push much heavier than WEST","hunt (scripted hunt hits BOTH bases simultaneously; EAST push much heavier)","LEAK: ""consolidate the flex squad on the lighter WEST side, let EAST fall"" — directly names the salvage side and the concede side.","Commander, this is a two-base triage. You hold two bases — one at the WEST (24,20) and one at the EAST (78,20), each with a Construction Yard plus Ore Refinery and a small tank garrison — with a flex squad parked at the map centre. A scripted hunt hits BOTH bases at the same time, but the EAST push is much heavier than the WEST. You CANNOT save both. Keep yard AND refinery alive at one base through the late survival band (tick 3000-5400), within about 60 turns.","Yard+refinery alive at one base, latches in the band tick 3000-5400.","Both bases razed before band, or deadline (5401 ticks).","65","5853","Splitting the flex squad between both bases lets the heavier east push break through anyway; doing nothing loses both bases before tick 3000."
"mid-concede-vs-hold","medium","reasoning","mid-concede-arena","160x60","wide-justified","observe, move_units, attack_unit, attack_move, set_stance, stop","Same two bases + flex squad; tighter clock","Heavier EAST push, ground for any split","hunt (scripted hunt hits BOTH bases simultaneously; EAST push much heavier)","LEAK: ""consolidate the flex squad on the lighter WEST side, let EAST fall"" — directly names the salvage side and the concede side.","Commander, this is the same two-base triage with a heavier EAST push. You hold two bases — WEST (24,20) and EAST (78,20) — each with Construction Yard, Ore Refinery, small tank garrison, plus a flex squad at the centre. The EAST push grows heavier; any split or oscillation loses both. Keep yard AND refinery alive at one base through tick 3000-5400.","Yard+refinery alive at one base, latches in band 3000-5400.","Both bases razed, or deadline (5401 ticks).","60","5403","Oscillating between bases loses both; splitting the flex squad lets the heavier push break through; doing nothing loses both before the band."
"mid-concede-vs-hold","hard","reasoning","mid-concede-arena","160x60","wide-justified","observe, move_units, attack_unit, attack_move, set_stance, stop","Same two bases + flex squad with start position varying by seed","Heavy/light push split varies, loss cap","hunt (scripted hunt hits BOTH bases simultaneously; EAST push much heavier)","LEAK: ""consolidate the flex squad on the lighter WEST side, let EAST fall"" — directly names the salvage side and the concede side.","Commander, this is a two-base triage with the flex squad spawn rotating by seed and a loss cap on a Pyrrhic save. You hold two bases — WEST (24,20) and EAST (78,20) — each with yard, refinery and a small garrison. The flex squad spawns at a seed-chosen position. Scout both pushes (heavy vs light), commit the squad to the lighter side, save yard+refinery there. No more than 18 own units lost (a Pyrrhic save fails the cap). Hold through tick 2400-5400.","Yard+refinery alive at one base, latches in band 2400-5400, ≤18 own losses.","More than 18 lost, both bases razed, or deadline (5401 ticks).","60","5403","A memorised ""always save west"" loses on the seed where the flex squad is far from west; trading too aggressively trips the 18-loss cap; doing nothing loses both bases."
"mid-economy-under-fire","easy","action","rush-hour-arena","128x40","large-trivial","observe, harvest, move_units, attack_unit, attack_move, stop","Refinery west + 3× harvester on east patches (22,18)/(22,22) + 3× light tank ring @x=26","1× enemy raider tank lurks at lane mouth (x=60), worker-focused","raider (1-3 enemy tanks worker-focused on hunt vector; stance:3 on attackers)","LEAK: ""Don't chase — keep the harvesters in harvest mode and let the ring intercept on contact"" — directly names the intended doctrine (""don't chase"").","Commander, this is an economy-under-fire task. You hold an Ore Refinery west, three harvesters on the eastern ore patches at (22,18) and (22,22), and three light tanks ringing the patch at x=26. ONE enemy raider tank lurks at the lane mouth (x=60), targeting your workers. Reach economy value $2000 with at least 2 harvesters alive and ≥1 kill, within about 60 turns.","Economy value ≥2000, ≥2 harvesters alive, ≥1 kill, within 5400 ticks.","Fewer than 2 harvesters, or deadline (5401 ticks).","61","5493","Chasing the raider with the ring pulls the tanks off the patch and the raider runs the harvesters down; harvesters wandered out of harvest mode collapse income below 2000."
"mid-economy-under-fire","medium","action","rush-hour-arena","128x40","large-trivial","observe, harvest, move_units, attack_unit, attack_move, stop","Same refinery + 3× harvester + 3× light tank ring","2× enemy raider tanks (x=60 + x=80) staggered, worker-focused","raider (1-3 enemy tanks worker-focused on hunt vector; stance:3 on attackers)","LEAK: ""Don't chase — keep the harvesters in harvest mode and let the ring intercept on contact"" — directly names the intended doctrine (""don't chase"").","Commander, this is an economy-under-fire task with two staggered raider tanks. You hold the same refinery, three harvesters on (22,18)/(22,22), three light tanks ringing the patch. Two enemy raiders advance on the lane (x=60 and x=80), both worker-focused. Reach economy value $3000 with at least 2 harvesters alive and ≥2 kills, within about 60 turns.","Economy value ≥3000, ≥2 harvesters alive, ≥2 kills, within 5400 ticks.","Fewer than 2 harvesters, or deadline (5401 ticks).","61","5493","Chasing the raiders empties the patch ring and lets the next raider hit the harvesters; harvesters wandered out of harvest mode collapse the $3000 floor."
"mid-economy-under-fire","hard","action","rush-hour-arena","128x40","large-trivial","observe, harvest, move_units, attack_unit, attack_move, stop","Refinery + ring + 3× harvester spawn-rotated NORTH (y=14) or SOUTH (y=26) by seed","3× raider tanks on TWO distinct lane vectors","raider (1-3 enemy tanks worker-focused on hunt vector; stance:3 on attackers)","LEAK: ""Don't chase — keep the harvesters in harvest mode and let the ring intercept on contact"" — directly names the intended doctrine (""don't chase"").","Commander, this is an economy-under-fire task with two distinct raider vectors and a seed-rotated base latitude. You hold an Ore Refinery and three harvesters on the eastern patch column (at the rotated latitude), plus three light tanks ringing the patch. Three enemy raiders attack from two lane vectors. Reach economy value $4000 with at least 2 harvesters alive, ≥3 kills, and at most 2 losses, within about 60 turns.","Economy value ≥4000, ≥2 harvesters alive, ≥3 kills, ≤2 losses, within 5400 ticks.","Fewer than 2 harvesters, more than 2 lost, or deadline (5401 ticks).","61","5493","Chasing the raiders abandons the patch and harvesters die; a memorised hold cell aligned to one latitude leaves the other base ringless."
"mid-tech-switch-on-scout","easy","reasoning","rush-hour-arena","128x40","wide","observe, scout, build, place_building, move_units, attack_unit, stop","Full mid-game base: fact+powr+tent+weap+fix+proc @(10-20,18-22) + scout jeep; cash 4500","6× rifle infantry at far-east enemy yard","static (enemy garrison stance:2; no roaming)","","Commander, this is a scout-then-commit task. You hold a full mid-game Allied base — Construction Yard, Power Plant, Allied Barracks, War Factory, Service Depot, Ore Refinery — with a scout jeep and cash $4500. Six enemy rifle infantry guard an enemy yard far east. Drive the scout east to confirm the enemy composition first (this latches the scout prerequisite), then commit the budget to either four rocket soldiers OR a gun turret plus two medium tanks. Three kills within about 60 turns. Pre-picking the counter before scouting fails the then-chain.","Scout confirms enemy AND ≥3 kills, within 5400 ticks (then-chain).","Pre-pick (commit before scout latches), 0 kills, or deadline (5401 ticks).","60","5403","Pre-picking (commit before scouting) fails the then-chain prerequisite; hedging across counters completes neither and falls short of 3 kills."
"mid-tech-switch-on-scout","medium","reasoning","rush-hour-arena","128x40","wide","observe, scout, build, place_building, move_units, attack_unit, stop","Full mid-game base + scout; cash 2700","Two enemy compositions hidden at NE and SE corners — fog","static (enemy garrison stance:2; no roaming)","","Commander, this is a scout-then-commit task with the budget rationed to one counter. You hold a full mid-game base with a scout jeep and cash $2700 — enough for exactly one counter (four rocket soldiers OR a gun turret + two medium tanks). Two enemy compositions hide at the NE and SE corners; the near composition is what counts. Scout the near corner first to latch the prerequisite, then commit. Three kills within about 70 turns.","Scout latches AND ≥3 kills, within 6300 ticks (then-chain).","Pre-pick, 0 kills, or deadline (6301 ticks).","70","6303","Pre-picking wins only half the time on average; hedging finishes neither counter inside $2700."
"mid-tech-switch-on-scout","hard","reasoning","rush-hour-arena","128x40","wide","observe, scout, build, place_building, move_units, attack_unit, stop","Full mid-game base spawn-rotated NORTH (y=10) or SOUTH (y=30); scout; cash 2700","ENEMY archetype + composition flips per seed; compass-only briefing (no coords)","static (enemy garrison stance:2; no roaming)","","Commander, this is a scout-then-commit task with base latitude and enemy composition both rotating by seed. You hold a full mid-game base in the north (y≈10) or south (y≈30) corridor by seed; scout jeep + cash $2700. The enemy archetype + composition flips per seed and the briefing is compass-only (no coordinates). Scout the near corner first to latch the prerequisite, then commit the matching counter. Three kills, no more than 4 losses, within about 70 turns.","Scout latches AND ≥3 kills AND ≤4 losses, within 6300 ticks (then-chain).","Pre-pick, more than 4 lost, or deadline (6301 ticks).","70","6303","Pre-picking the counter loses on the seed where the archetype rotates against it; a memorised approach mis-aligns from the other corridor latitude."
