pack,family,interrupt_mode,easy_max_turns,easy_reachable_max_tick,easy_within_ticks,easy_after_ticks,easy_effective_deadline,easy_deadline_slack,easy_agent_count,easy_agent_value,easy_enemy_count,easy_enemy_value,easy_force_ratio,easy_starting_cash,easy_kill_quota,easy_cash_goal,easy_survival_floor,easy_survival_strictness,easy_max_losses,easy_units_lost_cap,easy_spawn_groups,easy_win_pred_count,easy_fail_pred_count,easy_sched_count,easy_has_build,easy_solvable,easy_solvable_margin_pct,easy_solvability_issues,medium_max_turns,medium_reachable_max_tick,medium_within_ticks,medium_after_ticks,medium_effective_deadline,medium_deadline_slack,medium_agent_count,medium_agent_value,medium_enemy_count,medium_enemy_value,medium_force_ratio,medium_starting_cash,medium_kill_quota,medium_cash_goal,medium_survival_floor,medium_survival_strictness,medium_max_losses,medium_units_lost_cap,medium_spawn_groups,medium_win_pred_count,medium_fail_pred_count,medium_sched_count,medium_has_build,medium_solvable,medium_solvable_margin_pct,medium_solvability_issues,hard_max_turns,hard_reachable_max_tick,hard_within_ticks,hard_after_ticks,hard_effective_deadline,hard_deadline_slack,hard_agent_count,hard_agent_value,hard_enemy_count,hard_enemy_value,hard_force_ratio,hard_starting_cash,hard_kill_quota,hard_cash_goal,hard_survival_floor,hard_survival_strictness,hard_max_losses,hard_units_lost_cap,hard_spawn_groups,hard_win_pred_count,hard_fail_pred_count,hard_sched_count,hard_has_build,hard_solvable,hard_solvable_margin_pct,hard_solvability_issues,hard_spawn_groups,monotonicity_score,monotonicity_max,monotonicity_breaks,defect_classes,recommendation
economy-time-box,F2_economy,False,60,5403,5000,5001,5000,403,3,2800,1,100,28.0,4000,0,0,4,1.3333,0,,0,3,2,0,True,True,-33.3,,70,6303,5500,5501,5500,803,3,2800,1,100,28.0,2400,0,0,5,1.6667,0,,0,3,2,0,True,True,-66.7,,80,7203,6500,6501,6500,703,3,2800,1,100,28.0,1700,0,0,6,2.0,0,0,0,4,3,0,True,True,-100.0,,0,-2,8,"effective_deadline: easy→medium LOOSER (e=5000, m=5500); effective_deadline: medium→hard LOOSER (m=5500, h=6500)",,OK
expansion-aggro-3-base-greedy,F9_tempo_strategy,False,65,5853,5400,5401,5400,453,2,4000,1,2000,2.0,0,0,0,1,0.5,1,,0,4,3,0,True,True,50.0,,65,5853,5400,3500,3500,2353,3,6000,3,2200,2.7273,0,0,0,1,0.3333,2,,0,5,5,0,True,True,66.7,,60,5403,4800,3200,3200,2203,3,6000,7,2600,2.3077,0,0,0,1,0.3333,2,,2,5,5,0,True,True,66.7,,2,3,8,"max_losses: easy→medium LOOSER (e=1, m=2); survival_strictness e=0.50 > m=0.33",F-INVERT,fix the inverted metric (tighten hard or loosen medium)
expansion-balanced-2-base-defended,F9_tempo_strategy,False,65,5853,5400,5401,5400,453,4,4800,3,2200,2.1818,1500,0,0,3,0.75,1,,0,5,2,0,True,True,25.0,,60,5403,5400,5401,5400,3,4,4800,5,2400,2.0,1500,0,0,3,0.75,1,,0,5,2,0,True,True,25.0,,60,5403,4800,4801,4800,603,4,4800,7,2600,1.8462,2500,0,0,4,1.0,0,,2,6,2,0,True,True,0.0,,2,4,8,,,OK
expansion-turtle-1-base-fortified,F9_tempo_strategy,False,62,5583,5400,5401,5400,183,12,8600,5,2400,3.5833,6500,0,0,3,0.25,9,,0,5,3,0,True,True,75.0,,62,5583,5400,5401,5400,183,21,12800,9,3200,4.0,8500,0,0,3,0.1429,18,,0,5,3,0,True,True,85.7,,62,5583,5400,5401,5400,183,24,14300,13,3600,3.9722,9500,0,0,3,0.125,21,,2,5,3,0,True,True,87.5,,2,0,8,"max_losses: easy→medium LOOSER (e=9, m=18); max_losses: medium→hard LOOSER (m=18, h=21); survival_strictness e=0.25 > m=0.14",F-INVERT,fix the inverted metric (tighten hard or loosen medium)
f11-vertical-strike-ground-air,F11_full_game,False,95,8553,8400,8401,8400,153,8,9300,5,4900,1.898,5500,0,0,1,0.125,7,,0,3,3,0,True,True,87.5,,130,11703,11500,11501,11500,203,9,10400,7,5300,1.9623,8000,0,0,1,0.1111,8,,0,3,3,1,True,True,88.9,,160,14403,14200,14201,14200,203,9,10400,10,6500,1.6,10000,0,0,1,0.1111,8,,2,3,3,3,True,True,88.9,,2,-1,8,"max_losses: easy→medium LOOSER (e=7, m=8); effective_deadline: easy→medium LOOSER (e=8400, m=11500); effective_deadline: medium→hard LOOSER (m=11500, h=14200)",,OK
harass-response-preserve,F1_combat_micro,False,55,4953,4500,4501,4500,453,6,1900,2,2100,0.9048,0,1,0,4,0.6667,2,2,0,5,3,0,False,True,33.3,,55,4953,4500,4501,4500,453,6,1900,3,2200,0.8636,0,2,0,5,0.8333,1,1,0,5,3,0,False,True,16.7,,55,4953,4500,4501,4500,453,7,2400,4,2300,1.0435,0,3,0,5,0.7143,0,0,2,6,4,0,False,True,28.6,,2,6,8,survival_strictness m=0.83 > h=0.71,F-INVERT,fix the inverted metric (tighten hard or loosen medium)
lh-100-turn-marathon-survival,F5_longhorizon,False,90,8103,8100,7200,7200,903,10,6000,7,2600,2.3077,1000,0,0,3,0.3,7,,0,5,3,0,True,True,70.0,,100,9003,9000,8100,8100,903,10,6000,14,3900,1.5385,1000,0,0,3,0.3,7,,0,5,3,0,True,True,70.0,,120,10803,10800,9900,9900,903,14,6800,15,3800,1.7895,1500,0,0,3,0.2143,11,,2,5,3,0,True,True,78.6,,2,-3,8,"max_losses: medium→hard LOOSER (m=7, h=11); effective_deadline: easy→medium LOOSER (e=7200, m=8100); effective_deadline: medium→hard LOOSER (m=8100, h=9900); enemy_value: medium→hard LOOSER (m=3900, h=3800); survival_strictness m=0.30 > h=0.21",F-INVERT,fix the inverted metric (tighten hard or loosen medium)
lh-build-army-coordinate-multifront-attack,F5_longhorizon,False,80,7203,7200,7201,7200,3,7,7700,7,6400,1.2031,2000,0,0,1,0.1429,6,,0,2,3,0,True,True,85.7,,80,7203,7200,7201,7200,3,7,7700,9,6600,1.1667,3500,0,0,1,0.1429,6,,0,2,3,0,True,True,85.7,,80,7203,7200,7201,7200,3,7,7700,9,7000,1.1,5500,0,0,1,0.1429,6,,2,2,3,0,True,True,85.7,,2,2,8,,,OK
lh-credit-only-final-phase,F5_longhorizon,False,80,7203,7200,7201,7200,3,7,7700,4,4200,1.8333,2500,0,0,1,0.1429,6,,0,2,3,0,True,True,85.7,,80,7203,7200,7201,7200,3,7,7700,6,4600,1.6739,4000,0,0,1,0.1429,6,,0,2,3,0,True,True,85.7,,80,7203,7200,7201,7200,3,7,7700,6,4600,1.6739,4000,0,0,1,0.1429,6,,2,2,3,0,True,True,85.7,,2,1,8,,,OK
lh-defense-tech-second-base,F5_longhorizon,False,90,8103,8000,8001,8000,103,10,7900,3,2200,3.5909,3500,0,0,0,0.0,,,0,3,2,0,True,True,,,80,7203,7200,7201,7200,3,10,7900,5,2600,3.0385,3000,0,0,0,0.0,,,0,3,2,0,True,True,,,80,7203,7200,7201,7200,3,10,7900,7,3000,2.6333,3500,0,0,0,0.0,,,2,3,2,0,True,True,,,2,3,6,,,OK
lh-econ-army-victory,F5_longhorizon,False,50,4503,4500,4501,4500,3,5,5300,3,2200,2.4091,800,0,0,0,0.0,,,0,2,2,0,True,True,,,50,4503,4500,4501,4500,3,5,5300,4,2300,2.3043,600,0,0,0,0.0,,,0,2,2,0,True,True,,,60,5403,5400,5401,5400,3,5,5300,5,2400,2.2083,500,0,0,0,0.0,,,2,2,2,0,True,True,,,2,1,6,"effective_deadline: medium→hard LOOSER (m=4500, h=5400)",,OK
lh-multi-checkpoint-5-plus,F5_longhorizon,False,85,7653,7200,7201,7200,453,8,7400,2,4000,1.85,4000,0,0,0,0.0,,,0,2,2,0,True,True,,,85,7653,7200,7201,7200,453,8,7400,6,4600,1.6087,2500,0,0,0,0.0,,,0,2,2,0,True,True,,,85,7653,7200,7201,7200,453,8,7400,7,4900,1.5102,3000,0,0,0,0.0,,,2,2,2,0,True,True,,,2,2,6,,,OK
lh-opening-to-defense-to-counter,F5_longhorizon,True,130,11703,5000,5001,5000,6703,5,7000,6,4400,1.5909,3200,0,0,0,0.0,,,0,2,2,0,True,True,,,130,11703,5000,5001,5000,6703,5,7000,10,5200,1.3462,3600,0,0,0,0.0,,,0,2,2,0,True,True,,,130,11703,5000,5001,5000,6703,13,7800,12,5400,1.4444,4000,0,0,0,0.0,,,2,2,2,0,True,True,,,2,2,6,,,OK
lh-opening-to-tech-to-army,F5_longhorizon,False,100,9003,8999,9000,8999,4,4,4000,3,2400,1.6667,5000,0,0,0,0.0,,,0,2,2,0,True,True,,,80,7203,7200,7201,7200,3,4,4000,2,2100,1.9048,4500,0,0,0,0.0,,,0,2,2,0,True,True,,,110,9903,9300,9301,9300,603,5,4100,4,4200,0.9762,5000,0,0,0,0.0,,,2,2,2,0,True,True,,,2,0,6,"effective_deadline: medium→hard LOOSER (m=7200, h=9300); enemy_value: easy→medium LOOSER (e=2400, m=2100)",,OK
lh-progression-stage-locked,F5_longhorizon,False,70,6303,6000,6001,6000,303,6,6500,5,4300,1.5116,3000,0,0,0,0.0,,,0,2,3,0,True,True,,,70,6303,6000,6001,6000,303,6,6500,6,4600,1.413,2200,0,0,0,0.0,,,0,2,3,0,True,True,,,70,6303,6000,6001,6000,303,6,6500,7,4900,1.3265,2400,0,0,0,0.0,,,2,2,3,0,True,True,,,2,2,6,,,OK
lh-recovery-after-mid-game-loss,F5_longhorizon,True,60,5403,5400,5401,5400,3,9,11400,6,2500,4.56,3000,5,0,0,0.0,,,0,4,2,1,True,True,85.2,,52,4683,4600,4601,4600,83,9,11400,7,2600,4.3846,4000,6,0,0,0.0,,,0,4,2,1,True,True,80.0,,52,4683,4600,4601,4600,83,9,11400,7,2600,4.3846,4000,6,0,0,0.0,,,2,4,2,2,True,True,80.0,,2,3,6,,,OK
lh-scout-react-counter,F5_longhorizon,False,75,6753,6300,6301,6300,453,6,5350,7,4900,1.0918,1500,0,0,1,0.1667,5,,0,2,3,0,True,True,83.3,,75,6753,6300,6301,6300,453,6,5350,11,6100,0.877,1500,0,0,1,0.1667,5,,2,2,3,0,True,True,83.3,,75,6753,6300,6301,6300,453,6,5350,16,8500,0.6294,1500,0,0,1,0.1667,3,3,2,3,4,0,True,True,83.3,,2,3,8,,,OK
lh-tech-pivot-attack,F5_longhorizon,False,85,7653,7200,7201,7200,453,6,6500,6,7400,0.8784,3500,0,0,0,0.0,,,0,3,2,0,True,True,,,85,7653,7200,7201,7200,453,6,6500,12,9200,0.7065,2500,0,0,0,0.0,,,2,3,2,0,True,True,,,75,6753,6300,6301,6300,453,6,6500,12,9200,0.7065,2500,0,0,0,0.0,,,2,3,2,0,True,True,,,2,2,6,,,OK
lh-tech-rush-vs-army-rush,F5_longhorizon,True,60,5403,4800,4801,4800,603,5,6200,6,2500,2.48,1800,4,0,0,0.0,,,0,3,2,0,True,True,85.8,,60,5403,4800,4801,4800,603,5,6200,9,3200,1.9375,1800,6,0,0,0.0,,,0,3,2,0,True,True,80.8,,60,5403,4800,4801,4800,603,6,6300,13,3600,1.75,1800,7,0,0,0.0,,,2,3,2,0,True,True,78.3,,2,4,6,,,OK
longhorizon-opening-to-assault,F5_longhorizon,False,120,10803,10803,10700,10700,103,3,2800,5,3900,0.7179,5000,0,0,4,1.3333,0,,0,5,2,0,True,True,-33.3,,140,12603,12603,12500,12500,103,3,2800,5,3900,0.7179,5000,0,0,5,1.6667,0,,0,5,2,0,True,True,-66.7,,160,14403,14403,14300,14300,103,3,2800,5,3900,0.7179,4500,0,0,6,2.0,4,4,0,7,3,0,True,True,-100.0,,0,-3,8,"max_losses: medium→hard LOOSER (m=0, h=4); effective_deadline: easy→medium LOOSER (e=10700, m=12500); effective_deadline: medium→hard LOOSER (m=12500, h=14300)",,OK
maint-repair-priority-order,F7_procedure,True,22,1983,1500,1501,1500,483,5,7200,1,2000,3.6,4000,0,0,0,0.0,,,0,5,2,2,False,True,,,20,1803,1300,1301,1300,503,5,7200,1,2000,3.6,4000,0,0,0,0.0,,,0,5,2,2,False,True,,,20,1803,1300,1301,1300,503,6,7300,1,2000,3.65,4000,0,0,0,0.0,,,2,5,2,3,False,True,,,2,1,6,,,OK
maint-sell-and-recoup-cash,F7_procedure,True,90,8103,7800,7801,7800,303,9,9100,1,2000,4.55,3500,0,0,0,0.0,,,0,4,2,0,True,True,,,90,8103,7800,7801,7800,303,10,8950,1,2000,4.475,3000,0,0,0,0.0,,,0,4,2,0,True,True,,,90,8103,7800,7801,7800,303,11,9800,1,2000,4.9,2800,0,0,0,0.0,,,2,4,2,0,True,True,,,2,0,6,,,OK
mcv-deploy-and-build,F8_multifront,False,55,4953,4500,2000,2000,2953,1,2000,1,2000,1.0,1000,0,0,0,0.0,,,0,4,3,0,True,True,,,30,2703,2500,800,800,1903,1,2000,3,2200,0.9091,1000,0,0,0,0.0,,,0,4,3,0,True,True,,,36,3243,3000,800,800,2443,1,2000,3,2200,0.9091,1500,0,0,0,0.0,,,2,5,3,0,True,True,,,2,2,6,,,OK
mcv-deploy-defensible-site,F8_multifront,True,60,5403,4800,1500,1500,3903,1,2000,3,2200,0.9091,1000,0,0,1,1.0,0,,0,5,8,0,True,True,0.0,,60,5403,4800,1500,1500,3903,1,2000,6,2500,0.8,1000,0,0,1,1.0,0,,0,5,8,0,True,True,0.0,,70,6303,4800,1500,1500,4803,1,2000,7,2600,0.7692,1000,0,0,1,1.0,0,,2,6,9,0,True,True,0.0,,2,2,8,,,OK
mcv-deploy-near-resource,F8_multifront,False,62,5583,5400,5401,5400,183,3,4500,1,2000,2.25,0,0,0,0,0.0,,,0,3,1,0,True,True,,,52,4683,4500,4501,4500,183,3,4500,1,2000,2.25,0,0,0,0,0.0,,,0,3,1,0,True,True,,,62,5583,5400,5401,5400,183,3,4500,1,2000,2.25,0,0,0,0,0.0,,,2,4,1,0,True,True,,,2,0,6,"effective_deadline: medium→hard LOOSER (m=4500, h=5400)",,OK
mcv-deploy-relocate-under-pressure,F8_multifront,True,60,5403,5400,1800,1800,3603,6,5000,6,2700,1.8519,0,0,0,1,0.1667,5,,0,4,5,0,True,True,83.3,,60,5403,5400,1800,1800,3603,6,5000,9,3200,1.5625,0,0,0,1,0.1667,5,,0,4,5,0,True,True,83.3,,60,5403,5400,1800,1800,3603,6,5000,11,3400,1.4706,0,0,0,1,0.1667,2,2,2,7,8,0,True,True,83.3,,2,3,8,,,OK
mcv-deploy-second-base,F8_multifront,False,70,6303,5400,5401,5400,903,6,7300,1,2000,3.65,500,0,0,0,0.0,,,0,3,2,0,True,True,,,60,5403,4500,4501,4500,903,6,7300,3,2200,3.3182,500,0,0,0,0.0,,,0,3,2,0,True,True,,,50,4503,3800,3801,3800,703,6,7300,5,2400,3.0417,500,0,0,0,0.0,,,2,4,2,0,True,True,,,2,4,6,,,OK
mcv-deploy-third-base,F8_multifront,False,75,6753,6300,4000,4000,2753,4,8000,1,2000,4.0,0,0,0,0,0.0,,,0,5,3,0,True,True,,,75,6753,6300,4500,4500,2253,4,8000,4,2300,3.4783,0,0,0,0,0.0,,,0,5,3,0,True,True,,,75,6753,6300,4500,4500,2253,4,8000,7,2600,3.0769,0,0,0,0,0.0,,,2,5,3,0,True,True,,,2,1,6,"effective_deadline: easy→medium LOOSER (e=4000, m=4500)",,OK
mfb-base-1-defend-base-2-build,F8_multifront,False,72,6483,6300,6301,6300,183,7,6200,3,2600,2.3846,0,0,0,1,0.1429,6,,0,5,3,0,True,True,85.7,,56,5043,4500,4501,4500,543,7,6200,3,2600,2.3846,0,0,0,1,0.1429,6,,0,5,3,0,True,True,85.7,,64,5763,5400,5401,5400,363,7,6200,5,2800,2.2143,0,0,0,1,0.1429,6,,2,6,3,0,True,True,85.7,,2,1,8,"effective_deadline: medium→hard LOOSER (m=4500, h=5400)",,OK
mfb-mirror-base-east-west,F8_multifront,False,55,4953,4500,4501,4500,453,10,10800,5,3200,3.375,1700,0,0,0,0.0,,,0,4,2,0,True,True,,,37,3333,3000,3001,3000,333,12,12500,9,3200,3.9062,1700,0,0,0,0.0,,,0,4,2,0,True,True,,,37,3333,3000,3001,3000,333,12,12500,9,3200,3.9062,1700,0,0,0,0.0,,,2,6,2,0,True,True,,,2,1,6,,,OK
mfb-redundant-tech-buildings,F8_multifront,False,70,6303,6300,6301,6300,3,6,8000,7,14000,0.5714,6000,0,0,0,0.0,,,0,4,2,0,True,True,,,60,5403,5400,5401,5400,3,6,8000,7,14000,0.5714,6000,0,0,0,0.0,,,0,4,2,0,True,True,,,60,5403,5400,5401,5400,3,6,8000,13,26000,0.3077,6000,0,0,0,0.0,,,2,4,2,0,True,True,,,2,2,6,,,OK
mfb-rotating-production-pressure,F8_multifront,True,70,6303,5400,5401,5400,903,10,13800,1,2000,6.9,6000,0,0,0,0.0,,,0,5,3,2,True,True,,,70,6303,5400,5401,5400,903,10,13800,1,2000,6.9,6000,0,0,0,0.0,,,0,5,3,2,True,True,,,70,6303,5400,5401,5400,903,11,13900,1,2000,6.95,6000,0,0,0,0.0,,,2,5,3,2,True,True,,,2,0,6,,,OK
mfb-supply-line-link-between-bases,F8_multifront,False,50,4503,2300,2301,2300,2203,8,10200,5,2400,4.25,0,3,0,0,0.0,,,0,5,2,0,False,True,75.7,,50,4503,2300,2301,2300,2203,8,10200,10,2900,3.5172,0,6,0,0,0.0,,,0,5,2,0,False,True,60.0,,50,4503,2300,2301,2300,2203,8,10200,19,3800,2.6842,0,6,0,0,0.0,,,2,8,2,0,False,True,60.0,,2,3,6,,,OK
mfb-tech-base-vs-economy-base,F8_multifront,False,70,6303,6300,6301,6300,3,7,9700,1,2000,4.85,4000,0,0,0,0.0,,,0,5,2,0,True,True,,,70,6303,6300,6301,6300,3,7,9700,1,2000,4.85,4000,0,0,0,0.0,,,0,5,2,0,True,True,,,60,5403,5400,5401,5400,3,7,9700,1,2000,4.85,4000,0,0,0,0.0,,,2,5,2,0,True,True,,,2,1,6,,,OK
mfb-third-base-against-clock,F8_multifront,False,72,6483,6300,6301,6300,183,5,7100,1,2000,3.55,2400,0,0,0,0.0,,,0,4,2,0,True,True,,,56,5043,4500,4501,4500,543,5,7100,1,2000,3.55,1800,0,0,0,0.0,,,0,4,2,0,True,True,,,64,5763,5400,5401,5400,363,6,8200,1,2000,4.1,1800,0,0,0,0.0,,,2,5,2,0,True,True,,,2,0,6,"effective_deadline: medium→hard LOOSER (m=4500, h=5400)",,OK
mfb-two-base-simultaneous,F8_multifront,False,32,2883,2700,2701,2700,183,4,4600,1,2000,2.3,2800,0,0,0,0.0,,,0,4,2,0,True,True,,,23,2073,1850,1851,1850,223,4,4600,1,2000,2.3,2800,0,0,0,0.0,,,0,4,2,0,True,True,,,23,2073,1850,1851,1850,223,5,4700,1,2000,2.35,2800,0,0,0,0.0,,,2,6,2,0,True,True,,,2,1,6,,,OK
mid-concede-vs-hold,F9_tempo_strategy,False,65,5853,5400,5401,5400,453,23,18400,93,11200,1.6429,0,0,0,1,0.0435,22,,0,8,4,0,False,True,95.7,,60,5403,5400,5401,5400,3,23,18400,93,11200,1.6429,0,0,0,1,0.0435,22,,0,8,4,0,False,True,95.7,,60,5403,5400,5401,5400,3,23,18400,99,11800,1.5593,0,0,0,1,0.0435,18,18,2,10,5,0,False,True,95.7,,2,2,8,,,OK
mid-economy-under-fire,F9_tempo_strategy,False,61,5493,5400,5401,5400,93,8,8800,1,2000,4.4,0,1,0,0,0.0,,,0,4,2,0,False,True,94.1,,61,5493,5400,5401,5400,93,8,8800,3,3400,2.5882,0,2,0,0,0.0,,,0,4,2,0,False,True,91.9,,61,5493,5400,5401,5400,93,10,10200,4,4100,2.4878,0,3,0,0,0.0,2,2,2,5,3,0,False,True,89.6,,2,4,6,,,OK
mid-tech-switch-on-scout,F9_tempo_strategy,False,60,5403,5400,5401,5400,3,7,7900,7,2600,3.0385,4500,3,0,1,0.1429,6,,0,6,3,0,True,True,85.7,,70,6303,6300,6301,6300,3,7,7900,12,8000,0.9875,2700,3,0,1,0.1429,6,,2,6,3,0,True,True,85.7,,70,6303,6300,6301,6300,3,7,7900,12,8000,0.9875,2700,3,0,1,0.1429,4,4,2,8,4,0,True,True,85.7,,2,1,8,"effective_deadline: easy→medium LOOSER (e=5400, m=6300)",,OK
navigation-confined-hard-only,F4_perception,False,14,1263,900,901,900,363,3,700,0,0,inf,0,0,0,1,0.3333,2,,0,2,2,0,False,True,66.7,,20,1803,1500,1501,1500,303,3,700,0,0,inf,0,0,0,1,0.3333,2,,0,2,2,0,False,True,66.7,,31,2793,2700,2701,2700,93,4,400,79,13700,0.0292,0,0,0,0,0.0,0,0,2,3,2,0,False,True,,,2,0,8,"effective_deadline: easy→medium LOOSER (e=900, m=1500); effective_deadline: medium→hard LOOSER (m=1500, h=2700)",,OK
perception-count-the-threat-small-k,F4_perception,False,26,2343,2200,2201,2200,143,5,2900,2,400,7.25,0,0,0,1,0.2,1,1,0,3,3,0,False,True,80.0,,32,2883,2800,2801,2800,83,5,2900,3,600,4.8333,0,0,0,1,0.2,2,2,0,3,2,0,False,True,80.0,,40,3603,3500,3501,3500,103,5,2900,4,750,3.8667,0,0,0,1,0.2,2,2,0,3,2,0,False,True,80.0,,0,-1,8,"max_losses: easy→medium LOOSER (e=1, m=2); effective_deadline: easy→medium LOOSER (e=2200, m=2800); effective_deadline: medium→hard LOOSER (m=2800, h=3500)",,OK
perception-count-the-threat,F4_perception,False,30,2703,2400,2401,2400,303,4,3300,4,2900,1.1379,2000,0,0,0,0.0,,,0,4,3,0,True,True,,,45,4053,3600,3601,3600,453,5,3800,7,3650,1.0411,2400,0,0,0,0.0,,,0,4,3,0,True,True,,,45,4053,3600,3601,3600,453,5,3800,8,4450,0.8539,2400,0,0,0,0.0,,,2,4,3,0,True,True,,,2,1,6,"effective_deadline: easy→medium LOOSER (e=2400, m=3600)",,OK
perception-frontier-reading,F4_perception,False,26,2343,2200,2201,2200,143,5,2500,2,1900,1.3158,0,0,0,1,0.2,4,,0,2,2,0,False,True,80.0,,32,2883,2800,2801,2800,83,5,2500,2,800,3.125,0,0,0,1,0.2,4,,0,2,2,0,False,True,80.0,,40,3603,3500,3501,3500,103,5,2500,7,2200,1.1364,0,0,0,1,0.2,4,,2,2,2,0,False,True,80.0,,2,-2,8,"effective_deadline: easy→medium LOOSER (e=2200, m=2800); effective_deadline: medium→hard LOOSER (m=2800, h=3500); enemy_value: easy→medium LOOSER (e=1900, m=800)",,OK
perception-target-vs-fog,F4_perception,False,26,2343,2000,,2000,343,5,2900,4,2300,1.2609,0,0,0,1,0.2,4,,0,2,2,0,False,True,80.0,,30,2703,2300,,2300,403,5,2900,8,3500,0.8286,0,0,0,1,0.2,4,,0,2,2,0,False,True,80.0,,34,3063,2700,,2700,363,5,2900,8,2700,1.0741,0,0,0,1,0.2,1,1,4,3,3,0,False,True,80.0,,4,-1,8,"effective_deadline: easy→medium LOOSER (e=2000, m=2300); effective_deadline: medium→hard LOOSER (m=2300, h=2700); enemy_value: medium→hard LOOSER (m=3500, h=2700)",F-INVERT-ENEMY,
power-budget-online,F6_build_tech,False,71,6393,6300,6301,6300,93,5,4900,1,2000,2.45,8200,0,0,0,0.0,,,0,5,2,0,True,True,,,67,6033,6000,6001,6000,33,5,4900,1,2000,2.45,8500,0,0,0,0.0,,,0,5,2,0,True,True,,,67,6033,6000,6001,6000,33,6,5000,1,2000,2.5,8500,0,0,0,0.0,,,2,5,2,0,True,True,,,2,1,6,,,OK
proc-checklist-no-deviation,F7_procedure,False,34,3063,2900,2901,2900,163,3,1500,0,0,inf,0,0,0,1,0.3333,2,,0,2,2,0,False,True,66.7,,44,3963,3800,3801,3800,163,3,1500,0,0,inf,0,0,0,1,0.3333,2,,0,2,2,0,False,True,66.7,,52,4683,4500,4501,4500,183,3,1500,0,0,inf,0,0,0,1,0.3333,2,,2,2,2,0,False,True,66.7,,2,-2,8,"effective_deadline: easy→medium LOOSER (e=2900, m=3800); effective_deadline: medium→hard LOOSER (m=3800, h=4500)",,OK
proc-conditional-branch-action,F7_procedure,True,66,5943,5400,5401,5400,543,7,6400,5,2800,2.2857,1500,0,0,0,0.0,,,0,6,2,0,False,True,,,66,5943,5400,5401,5400,543,7,6400,5,2800,2.2857,1500,0,0,0,0.0,,,0,6,2,0,False,True,,,66,5943,5400,5401,5400,543,7,6400,5,2800,2.2857,1500,0,0,0,0.0,,,2,6,2,0,False,True,,,2,0,6,,,OK
proc-instruction-following-edge-case,F7_procedure,False,55,4953,4500,4501,4500,453,6,4050,0,0,inf,0,0,0,1,0.1667,5,,0,2,2,0,False,True,83.3,,55,4953,4500,4501,4500,453,6,4050,0,0,inf,0,0,0,1,0.1667,5,,0,3,3,0,False,True,83.3,,55,4953,4500,4501,4500,453,6,4050,0,0,inf,0,0,0,1,0.1667,5,,2,3,3,0,False,True,83.3,,2,0,8,,,OK
proc-no-attack-passive-only,F7_procedure,False,55,4953,4500,4501,4500,453,4,2000,4,3200,0.625,0,0,0,1,0.25,2,2,0,3,4,0,False,True,75.0,,55,4953,4500,4501,4500,453,4,2000,8,6400,0.3125,0,0,0,1,0.25,1,1,0,3,4,0,False,True,75.0,,55,4953,4500,4501,4500,453,4,2000,12,9600,0.2083,0,0,0,1,0.25,0,0,0,3,4,0,False,True,75.0,,0,4,8,,,OK
proc-only-build-no-combat,F7_procedure,False,60,5403,5400,,5400,3,4,4200,4,2300,1.8261,2600,0,0,0,0.0,,,0,3,3,0,True,True,,,60,5403,5400,,5400,3,5,4300,4,2300,1.8696,2400,0,0,0,0.0,,,0,3,3,0,True,True,,,60,5403,5400,,5400,3,5,4300,4,2300,1.8696,2900,0,0,0,0.0,,,0,3,3,0,True,True,,,0,0,6,,F-NO-SEED-ROTATION|F-TRIVIAL-HARD,"escalate hard (tighter deadline, larger enemy, or higher quota)"
proc-only-defend-no-attack,F7_procedure,False,55,4953,4500,4501,4500,453,6,2500,4,2300,1.087,0,2,0,0,0.0,,,0,3,3,0,False,True,90.2,,55,4953,4500,4501,4500,453,6,2500,5,2400,1.0417,0,2,0,0,0.0,,,0,3,3,0,False,True,90.2,,55,4953,4500,4501,4500,453,6,2500,6,2500,1.0,0,3,0,0,0.0,,,2,3,3,0,False,True,87.6,,2,3,6,,,OK
proc-ordered-action-strict,F7_procedure,False,30,2703,2600,2601,2600,103,3,2800,1,2000,1.4,3000,0,0,0,0.0,,,0,2,4,0,True,True,,,38,3423,3300,3301,3300,123,3,2800,1,2000,1.4,3000,0,0,0,0.0,,,0,2,8,0,True,True,,,48,4323,4200,4201,4200,123,3,2800,1,2000,1.4,4000,0,0,0,0.0,,,0,2,15,0,True,True,,,0,-2,6,"effective_deadline: easy→medium LOOSER (e=2600, m=3300); effective_deadline: medium→hard LOOSER (m=3300, h=4200)",,OK
proc-strict-toolban-fidelity,F7_procedure,False,60,5403,5400,5401,5400,3,5,4000,1,2000,2.0,0,0,0,0,0.0,,,0,3,3,0,True,True,,,41,3693,3600,3601,3600,93,5,4000,1,2000,2.0,0,0,0,0,0.0,,,0,3,3,0,True,True,,,41,3693,3600,3601,3600,93,5,4000,1,2000,2.0,0,0,0,0,0.0,,,2,3,3,0,True,True,,,2,1,6,,,OK
proc-tool-use-multi-distractor,F7_procedure,False,25,2253,2000,2001,2000,253,7,4800,2,2100,2.2857,2000,0,0,1,0.1429,0,0,0,3,3,0,True,True,85.7,,22,1983,1500,1501,1500,483,7,4800,4,2300,2.087,3000,0,0,1,0.1429,0,0,0,3,3,0,True,True,85.7,,20,1803,1500,1501,1500,303,7,4800,7,2600,1.8462,3000,0,0,1,0.1429,0,0,2,3,3,0,True,True,85.7,,2,3,8,,,OK
