pack,level,seed,policy,outcome,turns,game_tick,cash,resources,economy_value,units_killed,units_lost,explored_pct,error
expansion-balanced-2-base-defended,hard,1,stall,loss,54,4863,2500,0,2500,0,0,2.15,
expansion-balanced-2-base-defended,hard,2,stall,loss,54,4863,2500,0,2500,0,0,2.15,
expansion-balanced-2-base-defended,hard,3,stall,loss,54,4863,2500,0,2500,0,0,2.15,
expansion-balanced-2-base-defended,hard,4,stall,loss,54,4863,2500,0,2500,0,0,2.15,
expansion-turtle-1-base-fortified,easy,1,stall,loss,46,4143,13000,0,13000,0,4,11.86,
expansion-turtle-1-base-fortified,easy,2,stall,loss,46,4143,13000,0,13000,0,4,11.86,
expansion-turtle-1-base-fortified,easy,3,stall,loss,46,4143,13000,0,13000,0,4,11.86,
expansion-turtle-1-base-fortified,easy,4,stall,loss,46,4143,13000,0,13000,0,4,11.86,
expansion-turtle-1-base-fortified,medium,1,stall,loss,60,5403,8500,0,8500,5,1,14.52,
expansion-turtle-1-base-fortified,medium,2,stall,loss,60,5403,8500,0,8500,5,1,14.52,
expansion-turtle-1-base-fortified,medium,3,stall,loss,60,5403,8500,0,8500,5,1,14.52,
expansion-turtle-1-base-fortified,medium,4,stall,loss,60,5403,8500,0,8500,5,1,14.52,
expansion-turtle-1-base-fortified,hard,1,stall,loss,60,5403,16000,0,16000,11,3,10.29,
expansion-turtle-1-base-fortified,hard,2,stall,loss,60,5403,12500,0,12500,11,1,10.65,
expansion-turtle-1-base-fortified,hard,3,stall,loss,60,5403,16000,0,16000,11,3,10.29,
expansion-turtle-1-base-fortified,hard,4,stall,loss,60,5403,12500,0,12500,11,1,10.65,
f11-defense-then-counter,easy,1,stall,loss,99,8913,18500,0,18500,3,1,10.72,
f11-defense-then-counter,easy,2,stall,loss,99,8913,18500,0,18500,3,1,10.72,
f11-defense-then-counter,easy,3,stall,loss,99,8913,18500,0,18500,3,1,10.72,
f11-defense-then-counter,easy,4,stall,loss,99,8913,18500,0,18500,3,1,10.72,
f11-defense-then-counter,medium,1,stall,loss,41,3693,14500,0,14500,3,5,10.3,
f11-defense-then-counter,medium,2,stall,loss,41,3693,14500,0,14500,3,5,10.3,
f11-defense-then-counter,medium,3,stall,loss,41,3693,14500,0,14500,3,5,10.3,
f11-defense-then-counter,medium,4,stall,loss,41,3693,14500,0,14500,3,5,10.3,
f11-defense-then-counter,hard,1,stall,loss,32,2883,13500,0,13500,2,5,10.27,
f11-defense-then-counter,hard,2,stall,loss,39,3513,14500,0,14500,2,5,10.51,
f11-defense-then-counter,hard,3,stall,loss,32,2883,13500,0,13500,2,5,10.27,
f11-defense-then-counter,hard,4,stall,loss,39,3513,14500,0,14500,2,5,10.51,
f11-econ-tech-army-strike,easy,1,stall,loss,99,8913,16500,0,16500,0,0,8.76,
f11-econ-tech-army-strike,easy,2,stall,loss,99,8913,16500,0,16500,0,0,8.76,
f11-econ-tech-army-strike,easy,3,stall,loss,99,8913,16500,0,16500,0,0,8.76,
f11-econ-tech-army-strike,easy,4,stall,loss,99,8913,16500,0,16500,0,0,8.76,
f11-econ-tech-army-strike,medium,1,stall,loss,40,3603,18500,0,18500,0,2,6.35,
f11-econ-tech-army-strike,medium,2,stall,loss,40,3603,18500,0,18500,0,2,6.35,
f11-econ-tech-army-strike,medium,3,stall,loss,40,3603,18500,0,18500,0,2,6.35,
f11-econ-tech-army-strike,medium,4,stall,loss,40,3603,18500,0,18500,0,2,6.35,
f11-econ-tech-army-strike,hard,1,stall,loss,38,3423,19500,0,19500,0,2,6.25,
f11-econ-tech-army-strike,hard,2,stall,loss,38,3423,19500,0,19500,0,2,6.38,
f11-econ-tech-army-strike,hard,3,stall,loss,38,3423,19500,0,19500,0,2,6.25,
f11-econ-tech-army-strike,hard,4,stall,loss,38,3423,19500,0,19500,0,2,6.38,
f11-full-combined-arms,easy,1,stall,loss,105,9453,38500,0,38500,0,0,9.66,
f11-full-combined-arms,easy,2,stall,loss,105,9453,38500,0,38500,0,0,9.66,
f11-full-combined-arms,easy,3,stall,loss,105,9453,38500,0,38500,0,0,9.66,
f11-full-combined-arms,easy,4,stall,loss,105,9453,38500,0,38500,0,0,9.66,
f11-full-combined-arms,medium,1,stall,loss,58,5223,27000,0,27000,0,2,8.69,
f11-full-combined-arms,medium,2,stall,loss,58,5223,27000,0,27000,0,2,8.69,
f11-full-combined-arms,medium,3,stall,loss,58,5223,27000,0,27000,0,2,8.69,
f11-full-combined-arms,medium,4,stall,loss,58,5223,27000,0,27000,0,2,8.69,
f11-full-combined-arms,hard,1,stall,loss,86,7743,34000,0,34000,0,0,9.77,
f11-full-combined-arms,hard,2,stall,loss,87,7833,34000,0,34000,0,0,9.52,
f11-full-combined-arms,hard,3,stall,loss,86,7743,34000,0,34000,0,0,9.77,
f11-full-combined-arms,hard,4,stall,loss,87,7833,34000,0,34000,0,0,9.52,
f11-pivot-on-scout,easy,1,stall,loss,89,8013,17000,0,17000,0,0,13.68,
f11-pivot-on-scout,easy,2,stall,loss,89,8013,17000,0,17000,0,0,13.68,
f11-pivot-on-scout,easy,3,stall,loss,89,8013,17000,0,17000,0,0,13.68,
f11-pivot-on-scout,easy,4,stall,loss,89,8013,17000,0,17000,0,0,13.68,
f11-pivot-on-scout,medium,1,stall,loss,99,8913,33500,0,33500,0,0,13.76,
f11-pivot-on-scout,medium,2,stall,loss,99,8913,33500,0,33500,0,0,13.76,
f11-pivot-on-scout,medium,3,stall,loss,99,8913,33500,0,33500,0,0,13.76,
f11-pivot-on-scout,medium,4,stall,loss,99,8913,33500,0,33500,0,0,13.76,
f11-pivot-on-scout,hard,1,stall,loss,145,13053,44000,0,44000,0,0,13.63,
f11-pivot-on-scout,hard,2,stall,loss,145,13053,44000,0,44000,0,0,13.04,
f11-pivot-on-scout,hard,3,stall,loss,145,13053,44000,0,44000,0,0,13.63,
f11-pivot-on-scout,hard,4,stall,loss,145,13053,44000,0,44000,0,0,13.04,
f11-rebuild-after-attrition,easy,1,stall,loss,99,8913,28000,0,28000,0,0,14.95,
f11-rebuild-after-attrition,easy,2,stall,loss,99,8913,28000,0,28000,0,0,14.95,
f11-rebuild-after-attrition,easy,3,stall,loss,99,8913,28000,0,28000,0,0,14.95,
f11-rebuild-after-attrition,easy,4,stall,loss,99,8913,28000,0,28000,0,0,14.95,
f11-rebuild-after-attrition,medium,1,stall,loss,66,5943,18500,0,18500,0,4,13.74,
f11-rebuild-after-attrition,medium,2,stall,loss,66,5943,18500,0,18500,0,4,13.74,
f11-rebuild-after-attrition,medium,3,stall,loss,66,5943,18500,0,18500,0,4,13.74,
f11-rebuild-after-attrition,medium,4,stall,loss,66,5943,18500,0,18500,0,4,13.74,
f11-rebuild-after-attrition,hard,1,stall,loss,52,4683,13000,0,13000,0,4,12.47,
f11-rebuild-after-attrition,hard,2,stall,loss,52,4683,13000,0,13000,0,4,14.31,
f11-rebuild-after-attrition,hard,3,stall,loss,52,4683,13000,0,13000,0,4,12.47,
f11-rebuild-after-attrition,hard,4,stall,loss,52,4683,13000,0,13000,0,4,14.31,
f11-vertical-strike-ground-air,easy,1,stall,loss,94,8463,18000,0,18000,0,0,13.01,
f11-vertical-strike-ground-air,easy,2,stall,loss,94,8463,18000,0,18000,0,0,13.01,
f11-vertical-strike-ground-air,easy,3,stall,loss,94,8463,18000,0,18000,0,0,13.01,
f11-vertical-strike-ground-air,easy,4,stall,loss,94,8463,18000,0,18000,0,0,13.01,
f11-vertical-strike-ground-air,medium,1,stall,loss,49,4413,21500,0,21500,0,2,10.26,
f11-vertical-strike-ground-air,medium,2,stall,loss,49,4413,21500,0,21500,0,2,10.26,
f11-vertical-strike-ground-air,medium,3,stall,loss,49,4413,21500,0,21500,0,2,10.26,
f11-vertical-strike-ground-air,medium,4,stall,loss,49,4413,21500,0,21500,0,2,10.26,
f11-vertical-strike-ground-air,hard,1,stall,loss,70,6303,32500,0,32500,0,2,9.28,
f11-vertical-strike-ground-air,hard,2,stall,loss,75,6753,34000,0,34000,0,2,10.67,
f11-vertical-strike-ground-air,hard,3,stall,loss,70,6303,32500,0,32500,0,2,9.28,
f11-vertical-strike-ground-air,hard,4,stall,loss,75,6753,34000,0,34000,0,2,10.67,
f11-vertical-strike-naval,easy,1,stall,loss,99,8913,24000,0,24000,0,0,9.93,
f11-vertical-strike-naval,easy,2,stall,loss,99,8913,24000,0,24000,0,0,9.93,
f11-vertical-strike-naval,easy,3,stall,loss,99,8913,24000,0,24000,0,0,9.93,
f11-vertical-strike-naval,easy,4,stall,loss,99,8913,24000,0,24000,0,0,9.93,
f11-vertical-strike-naval,medium,1,stall,loss,49,4413,24000,0,24000,0,2,10.03,
f11-vertical-strike-naval,medium,2,stall,loss,49,4413,24000,0,24000,0,2,10.03,
f11-vertical-strike-naval,medium,3,stall,loss,49,4413,24000,0,24000,0,2,10.03,
f11-vertical-strike-naval,medium,4,stall,loss,49,4413,24000,0,24000,0,2,10.03,
f11-vertical-strike-naval,hard,1,stall,loss,94,8463,37500,0,37500,0,0,11.68,
f11-vertical-strike-naval,hard,2,stall,loss,76,6843,38500,0,38500,0,2,10.24,
f11-vertical-strike-naval,hard,3,stall,loss,94,8463,37500,0,37500,0,0,11.68,
f11-vertical-strike-naval,hard,4,stall,loss,76,6843,38500,0,38500,0,2,10.24,
harass-response-preserve,easy,1,stall,loss,50,4503,0,0,0,0,0,3.34,
harass-response-preserve,easy,2,stall,loss,50,4503,0,0,0,0,0,3.34,
harass-response-preserve,easy,3,stall,loss,50,4503,0,0,0,0,0,3.34,
harass-response-preserve,easy,4,stall,loss,50,4503,0,0,0,0,0,3.34,
harass-response-preserve,medium,1,stall,loss,50,4503,0,0,0,0,0,3.43,
harass-response-preserve,medium,2,stall,loss,50,4503,0,0,0,0,0,3.43,
harass-response-preserve,medium,3,stall,loss,50,4503,0,0,0,0,0,3.43,
harass-response-preserve,medium,4,stall,loss,50,4503,0,0,0,0,0,3.43,
harass-response-preserve,hard,1,stall,loss,50,4503,0,0,0,0,0,4.12,
harass-response-preserve,hard,2,stall,loss,50,4503,0,0,0,0,0,4.12,
harass-response-preserve,hard,3,stall,loss,50,4503,0,0,0,0,0,4.12,
harass-response-preserve,hard,4,stall,loss,50,4503,0,0,0,0,0,4.12,
lh-100-turn-marathon-survival,easy,1,stall,loss,80,7203,19050,75,19125,3,4,12.37,
lh-100-turn-marathon-survival,easy,2,stall,loss,80,7203,19050,75,19125,3,4,12.37,
lh-100-turn-marathon-survival,easy,3,stall,loss,80,7203,19050,75,19125,3,4,12.37,
lh-100-turn-marathon-survival,easy,4,stall,loss,80,7203,19050,75,19125,3,4,12.37,
lh-100-turn-marathon-survival,medium,1,stall,loss,31,2793,7500,0,7500,3,5,11.29,
lh-100-turn-marathon-survival,medium,2,stall,loss,31,2793,7500,0,7500,3,5,11.29,
lh-100-turn-marathon-survival,medium,3,stall,loss,31,2793,7500,0,7500,3,5,11.29,
lh-100-turn-marathon-survival,medium,4,stall,loss,31,2793,7500,0,7500,3,5,11.29,
lh-100-turn-marathon-survival,hard,1,stall,loss,69,6213,11000,0,11000,8,9,15.84,
lh-100-turn-marathon-survival,hard,2,stall,loss,34,3063,9000,0,9000,4,9,15.68,
lh-100-turn-marathon-survival,hard,3,stall,loss,69,6213,11000,0,11000,8,9,15.84,
lh-100-turn-marathon-survival,hard,4,stall,loss,34,3063,9000,0,9000,4,9,15.68,
lh-build-army-coordinate-multifront-attack,easy,1,stall,loss,80,7203,2000,0,2000,0,0,2.8,
lh-build-army-coordinate-multifront-attack,easy,2,stall,loss,80,7203,2000,0,2000,0,0,2.8,
lh-build-army-coordinate-multifront-attack,easy,3,stall,loss,80,7203,2000,0,2000,0,0,2.8,
lh-build-army-coordinate-multifront-attack,easy,4,stall,loss,80,7203,2000,0,2000,0,0,2.8,
lh-build-army-coordinate-multifront-attack,medium,1,stall,loss,80,7203,3500,0,3500,0,0,2.8,
lh-build-army-coordinate-multifront-attack,medium,2,stall,loss,80,7203,3500,0,3500,0,0,2.8,
lh-build-army-coordinate-multifront-attack,medium,3,stall,loss,80,7203,3500,0,3500,0,0,2.8,
lh-build-army-coordinate-multifront-attack,medium,4,stall,loss,80,7203,3500,0,3500,0,0,2.8,
lh-build-army-coordinate-multifront-attack,hard,1,stall,loss,80,7203,5500,0,5500,0,0,2.8,
lh-build-army-coordinate-multifront-attack,hard,2,stall,loss,80,7203,5500,0,5500,0,0,2.8,
lh-build-army-coordinate-multifront-attack,hard,3,stall,loss,80,7203,5500,0,5500,0,0,2.8,
lh-build-army-coordinate-multifront-attack,hard,4,stall,loss,80,7203,5500,0,5500,0,0,2.8,
lh-credit-only-final-phase,easy,1,stall,loss,80,7203,2500,0,2500,0,0,2.8,
lh-credit-only-final-phase,easy,2,stall,loss,80,7203,2500,0,2500,0,0,2.8,
lh-credit-only-final-phase,easy,3,stall,loss,80,7203,2500,0,2500,0,0,2.8,
lh-credit-only-final-phase,easy,4,stall,loss,80,7203,2500,0,2500,0,0,2.8,
lh-credit-only-final-phase,medium,1,stall,loss,80,7203,4000,0,4000,0,0,2.8,
lh-credit-only-final-phase,medium,2,stall,loss,80,7203,4000,0,4000,0,0,2.8,
lh-credit-only-final-phase,medium,3,stall,loss,80,7203,4000,0,4000,0,0,2.8,
lh-credit-only-final-phase,medium,4,stall,loss,80,7203,4000,0,4000,0,0,2.8,
lh-credit-only-final-phase,hard,1,stall,loss,80,7203,4000,0,4000,0,0,2.8,
lh-credit-only-final-phase,hard,2,stall,loss,80,7203,4000,0,4000,0,0,2.8,
lh-credit-only-final-phase,hard,3,stall,loss,80,7203,4000,0,4000,0,0,2.8,
lh-credit-only-final-phase,hard,4,stall,loss,80,7203,4000,0,4000,0,0,2.8,
lh-defense-tech-second-base,easy,1,stall,loss,89,8013,20500,0,20500,0,0,3.2,
lh-defense-tech-second-base,easy,2,stall,loss,89,8013,20500,0,20500,0,0,3.2,
lh-defense-tech-second-base,easy,3,stall,loss,89,8013,20500,0,20500,0,0,3.2,
lh-defense-tech-second-base,easy,4,stall,loss,89,8013,20500,0,20500,0,0,3.2,
lh-defense-tech-second-base,medium,1,stall,loss,80,7203,19000,0,19000,0,0,3.2,
lh-defense-tech-second-base,medium,2,stall,loss,80,7203,19000,0,19000,0,0,3.2,
lh-defense-tech-second-base,medium,3,stall,loss,80,7203,19000,0,19000,0,0,3.2,
lh-defense-tech-second-base,medium,4,stall,loss,80,7203,19000,0,19000,0,0,3.2,
lh-defense-tech-second-base,hard,1,stall,loss,80,7203,17000,0,17000,0,0,3.04,
lh-defense-tech-second-base,hard,2,stall,loss,80,7203,19500,0,19500,0,0,3.2,
lh-defense-tech-second-base,hard,3,stall,loss,80,7203,17000,0,17000,0,0,3.04,
lh-defense-tech-second-base,hard,4,stall,loss,80,7203,19500,0,19500,0,0,3.2,
lh-econ-army-victory,easy,1,stall,loss,50,4503,7330,45,7375,0,0,8.11,
lh-econ-army-victory,easy,2,stall,loss,50,4503,7330,45,7375,0,0,8.11,
lh-econ-army-victory,easy,3,stall,loss,50,4503,7330,45,7375,0,0,8.11,
lh-econ-army-victory,easy,4,stall,loss,50,4503,7330,45,7375,0,0,8.11,
lh-econ-army-victory,medium,1,stall,loss,50,4503,7130,45,7175,0,0,8.11,
lh-econ-army-victory,medium,2,stall,loss,50,4503,7130,45,7175,0,0,8.11,
lh-econ-army-victory,medium,3,stall,loss,50,4503,7130,45,7175,0,0,8.11,
lh-econ-army-victory,medium,4,stall,loss,50,4503,7130,45,7175,0,0,8.11,
lh-econ-army-victory,hard,1,stall,loss,60,5403,8500,0,8500,0,0,8.19,
lh-econ-army-victory,hard,2,stall,loss,60,5403,8500,0,8500,0,0,8.19,
lh-econ-army-victory,hard,3,stall,loss,60,5403,8500,0,8500,0,0,8.19,
lh-econ-army-victory,hard,4,stall,loss,60,5403,8500,0,8500,0,0,8.19,
lh-multi-checkpoint-5-plus,easy,1,stall,loss,80,7203,4000,0,4000,0,0,8.09,
lh-multi-checkpoint-5-plus,easy,2,stall,loss,80,7203,4000,0,4000,0,0,8.09,
lh-multi-checkpoint-5-plus,easy,3,stall,loss,80,7203,4000,0,4000,0,0,8.09,
lh-multi-checkpoint-5-plus,easy,4,stall,loss,80,7203,4000,0,4000,0,0,8.09,
lh-multi-checkpoint-5-plus,medium,1,stall,loss,80,7203,2500,0,2500,0,0,8.09,
lh-multi-checkpoint-5-plus,medium,2,stall,loss,80,7203,2500,0,2500,0,0,8.09,
lh-multi-checkpoint-5-plus,medium,3,stall,loss,80,7203,2500,0,2500,0,0,8.09,
lh-multi-checkpoint-5-plus,medium,4,stall,loss,80,7203,2500,0,2500,0,0,8.09,
lh-multi-checkpoint-5-plus,hard,1,stall,loss,80,7203,3000,0,3000,0,0,8.09,
lh-multi-checkpoint-5-plus,hard,2,stall,loss,80,7203,3000,0,3000,0,0,8.09,
lh-multi-checkpoint-5-plus,hard,3,stall,loss,80,7203,3000,0,3000,0,0,8.09,
lh-multi-checkpoint-5-plus,hard,4,stall,loss,80,7203,3000,0,3000,0,0,8.09,
lh-opening-to-defense-to-counter,easy,1,stall,loss,40,3363,6200,0,6200,0,0,7.76,
lh-opening-to-defense-to-counter,easy,2,stall,loss,40,3363,6200,0,6200,0,0,7.76,
lh-opening-to-defense-to-counter,easy,3,stall,loss,40,3363,6200,0,6200,0,0,7.76,
lh-opening-to-defense-to-counter,easy,4,stall,loss,40,3363,6200,0,6200,0,0,7.76,
lh-opening-to-defense-to-counter,medium,1,stall,loss,18,1293,4600,0,4600,0,0,7.58,
lh-opening-to-defense-to-counter,medium,2,stall,loss,18,1293,4600,0,4600,0,0,7.58,
lh-opening-to-defense-to-counter,medium,3,stall,loss,18,1293,4600,0,4600,0,0,7.58,
lh-opening-to-defense-to-counter,medium,4,stall,loss,18,1293,4600,0,4600,0,0,7.58,
lh-opening-to-defense-to-counter,hard,1,stall,loss,57,5088,8900,100,9000,10,1,8.21,
lh-opening-to-defense-to-counter,hard,2,stall,loss,56,5043,8500,0,8500,10,1,8.27,
lh-opening-to-defense-to-counter,hard,3,stall,loss,57,5088,8900,100,9000,10,1,8.21,
lh-opening-to-defense-to-counter,hard,4,stall,loss,56,5043,8500,0,8500,10,1,8.27,
lh-opening-to-tech-to-army,easy,1,stall,loss,100,9003,5000,0,5000,0,0,4.95,
lh-opening-to-tech-to-army,easy,2,stall,loss,100,9003,5000,0,5000,0,0,4.95,
lh-opening-to-tech-to-army,easy,3,stall,loss,100,9003,5000,0,5000,0,0,4.95,
lh-opening-to-tech-to-army,easy,4,stall,loss,100,9003,5000,0,5000,0,0,4.95,
lh-opening-to-tech-to-army,medium,1,stall,loss,80,7203,4500,0,4500,0,0,5.16,
lh-opening-to-tech-to-army,medium,2,stall,loss,80,7203,4500,0,4500,0,0,5.16,
lh-opening-to-tech-to-army,medium,3,stall,loss,80,7203,4500,0,4500,0,0,5.16,
lh-opening-to-tech-to-army,medium,4,stall,loss,80,7203,4500,0,4500,0,0,5.16,
lh-opening-to-tech-to-army,hard,1,stall,loss,104,9363,5000,0,5000,0,0,4.95,
lh-opening-to-tech-to-army,hard,2,stall,loss,104,9363,5000,0,5000,0,0,4.95,
lh-opening-to-tech-to-army,hard,3,stall,loss,104,9363,5000,0,5000,0,0,4.95,
lh-opening-to-tech-to-army,hard,4,stall,loss,104,9363,5000,0,5000,0,0,4.95,
lh-progression-stage-locked,easy,1,stall,loss,67,6033,3000,0,3000,0,0,7.46,
lh-progression-stage-locked,easy,2,stall,loss,67,6033,3000,0,3000,0,0,7.46,
lh-progression-stage-locked,easy,3,stall,loss,67,6033,3000,0,3000,0,0,7.46,
lh-progression-stage-locked,easy,4,stall,loss,67,6033,3000,0,3000,0,0,7.46,
lh-progression-stage-locked,medium,1,stall,loss,67,6033,2200,0,2200,0,0,7.46,
lh-progression-stage-locked,medium,2,stall,loss,67,6033,2200,0,2200,0,0,7.46,
lh-progression-stage-locked,medium,3,stall,loss,67,6033,2200,0,2200,0,0,7.46,
lh-progression-stage-locked,medium,4,stall,loss,67,6033,2200,0,2200,0,0,7.46,
lh-progression-stage-locked,hard,1,stall,loss,67,6033,2400,0,2400,0,0,6.97,
lh-progression-stage-locked,hard,2,stall,loss,67,6033,2400,0,2400,0,0,6.97,
lh-progression-stage-locked,hard,3,stall,loss,67,6033,2400,0,2400,0,0,6.97,
lh-progression-stage-locked,hard,4,stall,loss,67,6033,2400,0,2400,0,0,6.97,
lh-recovery-after-mid-game-loss,easy,1,stall,loss,60,5403,7400,0,7400,0,3,11.65,
lh-recovery-after-mid-game-loss,easy,2,stall,loss,60,5403,7400,0,7400,0,3,11.65,
lh-recovery-after-mid-game-loss,easy,3,stall,loss,60,5403,7400,0,7400,0,3,11.65,
lh-recovery-after-mid-game-loss,easy,4,stall,loss,60,5403,7400,0,7400,0,3,11.65,
lh-recovery-after-mid-game-loss,medium,1,stall,loss,52,4683,6500,0,6500,0,4,13.04,
lh-recovery-after-mid-game-loss,medium,2,stall,loss,52,4683,6500,0,6500,0,4,13.04,
lh-recovery-after-mid-game-loss,medium,3,stall,loss,52,4683,6500,0,6500,0,4,13.04,
lh-recovery-after-mid-game-loss,medium,4,stall,loss,52,4683,6500,0,6500,0,4,13.04,
lh-recovery-after-mid-game-loss,hard,1,stall,loss,52,4683,6500,0,6500,0,4,13.35,
lh-recovery-after-mid-game-loss,hard,2,stall,loss,52,4683,6500,0,6500,0,4,13.86,
lh-recovery-after-mid-game-loss,hard,3,stall,loss,52,4683,6500,0,6500,0,4,13.35,
lh-recovery-after-mid-game-loss,hard,4,stall,loss,52,4683,6500,0,6500,0,4,13.86,
lh-scout-react-counter,easy,1,stall,loss,70,6303,1500,0,1500,0,0,7.79,
lh-scout-react-counter,easy,2,stall,loss,70,6303,1500,0,1500,0,0,7.79,
lh-scout-react-counter,easy,3,stall,loss,70,6303,1500,0,1500,0,0,7.79,
lh-scout-react-counter,easy,4,stall,loss,70,6303,1500,0,1500,0,0,7.79,
lh-scout-react-counter,medium,1,stall,loss,70,6303,1500,0,1500,0,0,7.76,
lh-scout-react-counter,medium,2,stall,loss,70,6303,1500,0,1500,0,0,7.76,
lh-scout-react-counter,medium,3,stall,loss,70,6303,1500,0,1500,0,0,7.76,
lh-scout-react-counter,medium,4,stall,loss,70,6303,1500,0,1500,0,0,7.76,
lh-scout-react-counter,hard,1,stall,loss,70,6303,1500,0,1500,0,0,7.76,
lh-scout-react-counter,hard,2,stall,loss,70,6303,1500,0,1500,0,0,7.76,
lh-scout-react-counter,hard,3,stall,loss,70,6303,1500,0,1500,0,0,7.76,
lh-scout-react-counter,hard,4,stall,loss,70,6303,1500,0,1500,0,0,7.76,
lh-tech-pivot-attack,easy,1,stall,loss,80,7203,3500,0,3500,0,0,8.09,
lh-tech-pivot-attack,easy,2,stall,loss,80,7203,3500,0,3500,0,0,8.09,
lh-tech-pivot-attack,easy,3,stall,loss,80,7203,3500,0,3500,0,0,8.09,
lh-tech-pivot-attack,easy,4,stall,loss,80,7203,3500,0,3500,0,0,8.09,
lh-tech-pivot-attack,medium,1,stall,loss,80,7203,2500,0,2500,0,0,8.09,
lh-tech-pivot-attack,medium,2,stall,loss,80,7203,2500,0,2500,0,0,8.09,
lh-tech-pivot-attack,medium,3,stall,loss,80,7203,2500,0,2500,0,0,8.09,
lh-tech-pivot-attack,medium,4,stall,loss,80,7203,2500,0,2500,0,0,8.09,
lh-tech-pivot-attack,hard,1,stall,loss,70,6303,2500,0,2500,0,0,8.09,
lh-tech-pivot-attack,hard,2,stall,loss,70,6303,2500,0,2500,0,0,8.09,
lh-tech-pivot-attack,hard,3,stall,loss,70,6303,2500,0,2500,0,0,8.09,
lh-tech-pivot-attack,hard,4,stall,loss,70,6303,2500,0,2500,0,0,8.09,
lh-tech-rush-vs-army-rush,easy,1,stall,loss,38,2808,1800,0,1800,0,0,6.62,
lh-tech-rush-vs-army-rush,easy,2,stall,loss,38,2808,1800,0,1800,0,0,6.62,
lh-tech-rush-vs-army-rush,easy,3,stall,loss,38,2808,1800,0,1800,0,0,6.62,
lh-tech-rush-vs-army-rush,easy,4,stall,loss,38,2808,1800,0,1800,0,0,6.62,
lh-tech-rush-vs-army-rush,medium,1,stall,loss,24,1128,1800,0,1800,0,0,6.83,
lh-tech-rush-vs-army-rush,medium,2,stall,loss,24,1128,1800,0,1800,0,0,6.83,
lh-tech-rush-vs-army-rush,medium,3,stall,loss,24,1128,1800,0,1800,0,0,6.83,
lh-tech-rush-vs-army-rush,medium,4,stall,loss,24,1128,1800,0,1800,0,0,6.83,
lh-tech-rush-vs-army-rush,hard,1,stall,loss,23,1158,1800,0,1800,0,1,7.24,
lh-tech-rush-vs-army-rush,hard,2,stall,loss,26,1233,1800,0,1800,0,1,7.2,
lh-tech-rush-vs-army-rush,hard,3,stall,loss,23,1158,1800,0,1800,0,1,7.24,
lh-tech-rush-vs-army-rush,hard,4,stall,loss,26,1233,1800,0,1800,0,1,7.2,
longhorizon-opening-to-assault,easy,1,stall,loss,1,93,5000,0,5000,0,0,4.2,
longhorizon-opening-to-assault,easy,2,stall,loss,1,93,5000,0,5000,0,0,4.2,
longhorizon-opening-to-assault,easy,3,stall,loss,1,93,5000,0,5000,0,0,4.2,
longhorizon-opening-to-assault,easy,4,stall,loss,1,93,5000,0,5000,0,0,4.2,
longhorizon-opening-to-assault,medium,1,stall,loss,1,93,5000,0,5000,0,0,4.2,
longhorizon-opening-to-assault,medium,2,stall,loss,1,93,5000,0,5000,0,0,4.2,
longhorizon-opening-to-assault,medium,3,stall,loss,1,93,5000,0,5000,0,0,4.2,
longhorizon-opening-to-assault,medium,4,stall,loss,1,93,5000,0,5000,0,0,4.2,
longhorizon-opening-to-assault,hard,1,stall,loss,1,93,4500,0,4500,0,0,4.2,
longhorizon-opening-to-assault,hard,2,stall,loss,1,93,4500,0,4500,0,0,4.2,
longhorizon-opening-to-assault,hard,3,stall,loss,1,93,4500,0,4500,0,0,4.2,
longhorizon-opening-to-assault,hard,4,stall,loss,1,93,4500,0,4500,0,0,4.2,
maint-repair-priority-order,easy,1,stall,loss,10,903,4000,0,4000,0,0,9.88,
maint-repair-priority-order,easy,2,stall,loss,10,903,4000,0,4000,0,0,9.88,
maint-repair-priority-order,easy,3,stall,loss,10,903,4000,0,4000,0,0,9.88,
maint-repair-priority-order,easy,4,stall,loss,10,903,4000,0,4000,0,0,9.88,
maint-repair-priority-order,medium,1,stall,loss,9,813,4000,0,4000,0,0,10.01,
maint-repair-priority-order,medium,2,stall,loss,9,813,4000,0,4000,0,0,10.01,
maint-repair-priority-order,medium,3,stall,loss,9,813,4000,0,4000,0,0,10.01,
maint-repair-priority-order,medium,4,stall,loss,9,813,4000,0,4000,0,0,10.01,
maint-repair-priority-order,hard,1,stall,loss,9,813,4000,0,4000,0,0,10.33,
maint-repair-priority-order,hard,2,stall,loss,9,813,4000,0,4000,0,0,10.33,
maint-repair-priority-order,hard,3,stall,loss,9,813,4000,0,4000,0,0,10.33,
maint-repair-priority-order,hard,4,stall,loss,9,813,4000,0,4000,0,0,10.33,
maint-sell-and-recoup-cash,easy,1,stall,loss,87,7833,3500,0,3500,0,0,7.83,
maint-sell-and-recoup-cash,easy,2,stall,loss,87,7833,3500,0,3500,0,0,7.83,
maint-sell-and-recoup-cash,easy,3,stall,loss,87,7833,3500,0,3500,0,0,7.83,
maint-sell-and-recoup-cash,easy,4,stall,loss,87,7833,3500,0,3500,0,0,7.83,
maint-sell-and-recoup-cash,medium,1,stall,loss,87,7833,3000,0,3000,0,0,6.82,
maint-sell-and-recoup-cash,medium,2,stall,loss,87,7833,3000,0,3000,0,0,6.82,
maint-sell-and-recoup-cash,medium,3,stall,loss,87,7833,3000,0,3000,0,0,6.82,
