pack,tier,seed,outcome,bucket,subbucket,evidence,recommendation,sample_size
economy-harvest-timebox,medium,1,loss,MODEL,M.2,"wrong tactic: progress=0.49 after 35 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),1
economy-harvest-timebox,hard,1,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 41 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
economy-harvest-timebox,hard,2,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 41 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
economy-harvest-timebox,hard,3,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 41 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
economy-harvest-timebox,hard,4,loss,MODEL,M.2,"wrong tactic: progress=0.57 after 41 turns, kills=0 lost=0 cash=1700; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),4
economy-investment,easy,1,loss,MODEL,M.1,"passivity: 7/22 turns were observe-only (32%); progress=0.33, kills=0, lost=0, final_tick=1893",Accept as model passivity gap (legitimate eval signal),1
economy-investment,medium,1,loss,MODEL,M.2,"wrong tactic: progress=0.50 after 24 turns, kills=0 lost=0 cash=0; model pursued a strategy the briefing situation does not support (e.g. front-charge instead of flank, hoard instead of spend, abandon defense anchor)",Accept as model wrong-tactic gap (legitimate eval signal),1
economy-investment,hard,1,loss,MODEL,M.4,"close miss: progress=0.88, kills=0, lost=0, cash=0, turns=30; one predicate clause missed (e.g. cash band / unit count threshold)",Accept as model close-miss gap (consider tightening / loosening predicate to discriminate),2
economy-investment,hard,4,loss,MODEL,M.4,"close miss: progress=0.97, kills=0, lost=0, cash=0, turns=30; one predicate clause missed (e.g. cash band / unit count threshold)",Accept as model close-miss gap (consider tightening / loosening predicate to discriminate),2
economy-time-box,hard,1,loss,MODEL,M.4,"close miss: progress=0.96, kills=0, lost=0, cash=0, turns=74; one predicate clause missed (e.g. cash band / unit count threshold)",Accept as model close-miss gap (consider tightening / loosening predicate to discriminate),4
economy-time-box,hard,2,loss,MODEL,M.4,"close miss: progress=0.95, kills=0, lost=0, cash=0, turns=74; one predicate clause missed (e.g. cash band / unit count threshold)",Accept as model close-miss gap (consider tightening / loosening predicate to discriminate),4
economy-time-box,hard,3,loss,MODEL,M.4,"close miss: progress=0.95, kills=0, lost=0, cash=0, turns=74; one predicate clause missed (e.g. cash band / unit count threshold)",Accept as model close-miss gap (consider tightening / loosening predicate to discriminate),4
economy-time-box,hard,4,loss,MODEL,M.4,"close miss: progress=0.96, kills=0, lost=0, cash=0, turns=74; one predicate clause missed (e.g. cash band / unit count threshold)",Accept as model close-miss gap (consider tightening / loosening predicate to discriminate),4
