pack,level,capability,file,reviewed,edited,map_fit,max_turns,has_fail,tick_budget_ok,issues
rob-multiple-simultaneous-pressures,easy,reasoning,rob-multiple-simultaneous-pressures.yaml,yes,no,fit,61,yes,yes,OK
rob-multiple-simultaneous-pressures,medium,reasoning,rob-multiple-simultaneous-pressures.yaml,yes,no,fit,61,yes,yes,OK
rob-multiple-simultaneous-pressures,hard,reasoning,rob-multiple-simultaneous-pressures.yaml,yes,no,fit,51,yes,yes,OK
rob-objective-change-midway,easy,reasoning,rob-objective-change-midway.yaml,yes,no,fit,65,yes,yes,OK
rob-objective-change-midway,medium,reasoning,rob-objective-change-midway.yaml,yes,no,fit,65,yes,yes,OK
rob-objective-change-midway,hard,reasoning,rob-objective-change-midway.yaml,yes,no,fit,65,yes,yes,OK
rob-objective-shift-with-or-clause,easy,reasoning,rob-objective-shift-with-or-clause.yaml,yes,no,fit,65,yes,yes,OK
rob-objective-shift-with-or-clause,medium,reasoning,rob-objective-shift-with-or-clause.yaml,yes,no,fit,65,yes,yes,OK
rob-objective-shift-with-or-clause,hard,reasoning,rob-objective-shift-with-or-clause.yaml,yes,no,fit,65,yes,yes,OK
rob-partial-base-loss-continue,easy,reasoning,rob-partial-base-loss-continue.yaml,yes,yes,fit,60,yes,yes,OK
rob-partial-base-loss-continue,medium,reasoning,rob-partial-base-loss-continue.yaml,yes,yes,fit,60,yes,yes,OK
rob-partial-base-loss-continue,hard,reasoning,rob-partial-base-loss-continue.yaml,yes,yes,fit,60,yes,yes,OK
rob-unexpected-enemy-spawn,easy,reasoning,rob-unexpected-enemy-spawn.yaml,yes,no,fit,90,yes,yes,OK
rob-unexpected-enemy-spawn,medium,reasoning,rob-unexpected-enemy-spawn.yaml,yes,no,fit,90,yes,yes,OK
rob-unexpected-enemy-spawn,hard,reasoning,rob-unexpected-enemy-spawn.yaml,yes,no,fit,90,yes,yes,OK
rob-unit-loss-recovery,easy,reasoning,rob-unit-loss-recovery.yaml,yes,yes,fit,60,yes,yes,OK
rob-unit-loss-recovery,medium,reasoning,rob-unit-loss-recovery.yaml,yes,yes,fit,60,yes,yes,OK
rob-unit-loss-recovery,hard,reasoning,rob-unit-loss-recovery.yaml,yes,yes,fit,60,yes,yes,OK
rush-hour,easy,action,rush-hour.yaml,yes,no,fit,41,yes,yes,OK
rush-hour,medium,action,rush-hour.yaml,yes,no,fit,41,yes,yes,OK
rush-hour,hard,action,rush-hour.yaml,yes,no,fit,41,yes,yes,OK
scout-and-report,easy,perception,scout-and-report.yaml,yes,no,fit,52,yes,yes,OK
scout-and-report,medium,perception,scout-and-report.yaml,yes,no,fit,52,yes,yes,OK
scout-and-report,hard,perception,scout-and-report.yaml,yes,no,fit,52,yes,yes,OK
scout-and-survive,easy,perception,scout-and-survive.yaml,yes,no,fit,52,yes,yes,OK
scout-and-survive,medium,perception,scout-and-survive.yaml,yes,no,fit,52,yes,yes,OK
scout-and-survive,hard,perception,scout-and-survive.yaml,yes,no,fit,52,yes,yes,OK
scout-count-defenders,easy,perception,scout-count-defenders.yaml,yes,no,fit,38,yes,yes,OK
scout-count-defenders,medium,perception,scout-count-defenders.yaml,yes,no,fit,43,yes,yes,OK
scout-count-defenders,hard,perception,scout-count-defenders.yaml,yes,no,fit,52,yes,yes,OK
scout-cycle-keep-info-fresh,easy,perception,scout-cycle-keep-info-fresh.yaml,yes,no,fit,50,yes,yes,OK
scout-cycle-keep-info-fresh,medium,perception,scout-cycle-keep-info-fresh.yaml,yes,no,fit,50,yes,yes,OK
scout-cycle-keep-info-fresh,hard,perception,scout-cycle-keep-info-fresh.yaml,yes,no,fit,50,yes,yes,OK
scout-deny-enemy-vision,easy,reasoning,scout-deny-enemy-vision.yaml,yes,no,fit,25,yes,yes,OK
scout-deny-enemy-vision,medium,reasoning,scout-deny-enemy-vision.yaml,yes,no,fit,25,yes,yes,OK
scout-deny-enemy-vision,hard,reasoning,scout-deny-enemy-vision.yaml,yes,no,fit,25,yes,yes,OK
scout-detect-base-direction,easy,perception,scout-detect-base-direction.yaml,yes,no,fit,50,yes,yes,OK
scout-detect-base-direction,medium,perception,scout-detect-base-direction.yaml,yes,no,fit,50,yes,yes,OK
scout-detect-base-direction,hard,perception,scout-detect-base-direction.yaml,yes,no,fit,45,yes,yes,OK
scout-detect-enemy-tech,easy,perception,scout-detect-enemy-tech.yaml,yes,yes,fit,26,yes,yes,OK
scout-detect-enemy-tech,medium,perception,scout-detect-enemy-tech.yaml,yes,yes,fit,40,yes,yes,OK
scout-detect-enemy-tech,hard,perception,scout-detect-enemy-tech.yaml,yes,yes,fit,40,yes,yes,OK
scout-detect-incoming-army,easy,perception,scout-detect-incoming-army.yaml,yes,no,fit,50,yes,yes,OK
scout-detect-incoming-army,medium,perception,scout-detect-incoming-army.yaml,yes,no,fit,50,yes,yes,OK
scout-detect-incoming-army,hard,perception,scout-detect-incoming-army.yaml,yes,no,fit,50,yes,yes,OK
scout-discover-hidden-base,easy,perception,scout-discover-hidden-base.yaml,yes,no,fit,41,yes,yes,OK
scout-discover-hidden-base,medium,perception,scout-discover-hidden-base.yaml,yes,no,fit,34,yes,yes,OK
scout-discover-hidden-base,hard,perception,scout-discover-hidden-base.yaml,yes,no,fit,31,yes,yes,OK
scout-far-frontier,easy,perception,scout-far-frontier.yaml,yes,yes,fit,17,yes,yes,OK
scout-far-frontier,medium,perception,scout-far-frontier.yaml,yes,yes,fit,13,yes,yes,OK
scout-far-frontier,hard,perception,scout-far-frontier.yaml,yes,yes,fit,12,yes,yes,OK
scout-jeep-vs-infantry-cost-effective,easy,reasoning,scout-jeep-vs-infantry-cost-effective.yaml,yes,no,fit,21,yes,yes,OK
scout-jeep-vs-infantry-cost-effective,medium,reasoning,scout-jeep-vs-infantry-cost-effective.yaml,yes,no,fit,15,yes,yes,OK
scout-jeep-vs-infantry-cost-effective,hard,reasoning,scout-jeep-vs-infantry-cost-effective.yaml,yes,no,fit,15,yes,yes,OK
scout-map-reveal-percent-target,easy,perception,scout-map-reveal-percent-target.yaml,yes,yes,fit,8,yes,yes,OK
scout-map-reveal-percent-target,medium,perception,scout-map-reveal-percent-target.yaml,yes,yes,fit,12,yes,yes,OK
scout-map-reveal-percent-target,hard,perception,scout-map-reveal-percent-target.yaml,yes,yes,fit,15,yes,yes,OK
scout-multiple-fog-areas,easy,perception,scout-multiple-fog-areas.yaml,yes,no,fit,22,yes,yes,OK
scout-multiple-fog-areas,medium,perception,scout-multiple-fog-areas.yaml,yes,no,fit,13,yes,yes,OK
scout-multiple-fog-areas,hard,perception,scout-multiple-fog-areas.yaml,yes,no,fit,16,yes,yes,OK
scout-track-enemy-movement,easy,perception,scout-track-enemy-movement.yaml,yes,no,fit,50,yes,yes,OK
scout-track-enemy-movement,medium,perception,scout-track-enemy-movement.yaml,yes,no,fit,50,yes,yes,OK
scout-track-enemy-movement,hard,perception,scout-track-enemy-movement.yaml,yes,no,fit,50,yes,yes,OK
spec-engineer-capture,easy,action,spec-engineer-capture.yaml,yes,no,fit,25,yes,yes,OK
spec-engineer-capture,medium,action,spec-engineer-capture.yaml,yes,no,fit,35,yes,yes,OK
spec-engineer-capture,hard,action,spec-engineer-capture.yaml,yes,no,fit,50,yes,yes,OK
spec-nuke-strike,easy,action,spec-nuke-strike.yaml,yes,yes,large-trivial,22,yes,yes,MAP_LARGE_TRIVIAL
spec-nuke-strike,medium,action,spec-nuke-strike.yaml,yes,yes,fit,22,yes,yes,OK
spec-nuke-strike,hard,action,spec-nuke-strike.yaml,yes,yes,fit,22,yes,yes,OK
spec-spy-infiltrate,easy,action,spec-spy-infiltrate.yaml,yes,no,fit,25,yes,yes,OK
spec-spy-infiltrate,medium,action,spec-spy-infiltrate.yaml,yes,no,fit,35,yes,yes,OK
spec-spy-infiltrate,hard,action,spec-spy-infiltrate.yaml,yes,no,fit,50,yes,yes,OK
spec-tanya-c4-strike,easy,action,spec-tanya-c4-strike.yaml,yes,yes,fit,20,yes,yes,OK
spec-tanya-c4-strike,medium,action,spec-tanya-c4-strike.yaml,yes,yes,fit,25,yes,yes,OK
spec-tanya-c4-strike,hard,action,spec-tanya-c4-strike.yaml,yes,yes,fit,30,yes,yes,OK
spec-thief-steal-cash,easy,action,spec-thief-steal-cash.yaml,yes,yes,fit,15,yes,yes,OK
spec-thief-steal-cash,medium,action,spec-thief-steal-cash.yaml,yes,yes,fit,20,yes,yes,OK
spec-thief-steal-cash,hard,action,spec-thief-steal-cash.yaml,yes,yes,fit,30,yes,yes,OK
strategy-dilemma,easy,reasoning,strategy-dilemma.yaml,yes,no,fit,55,yes,yes,OK
strategy-dilemma,medium,reasoning,strategy-dilemma.yaml,yes,no,fit,45,yes,yes,OK
strategy-dilemma,hard,reasoning,strategy-dilemma.yaml,yes,no,fit,35,yes,yes,OK
strategy-gauntlet,easy,reasoning,strategy-gauntlet.yaml,yes,no,fit,90,yes,yes,OK
strategy-gauntlet,medium,reasoning,strategy-gauntlet.yaml,yes,no,fit,90,yes,yes,OK
strategy-gauntlet,hard,reasoning,strategy-gauntlet.yaml,yes,no,fit,55,yes,yes,OK
strategy-trilemma,easy,reasoning,strategy-trilemma.yaml,yes,yes,fit,60,yes,yes,OK
strategy-trilemma,medium,reasoning,strategy-trilemma.yaml,yes,yes,fit,50,yes,yes,OK
strategy-trilemma,hard,reasoning,strategy-trilemma.yaml,yes,yes,fit,40,yes,yes,OK
strategy-twobody,easy,action,strategy-twobody.yaml,yes,no,fit,100,yes,yes,OK
strategy-twobody,medium,action,strategy-twobody.yaml,yes,no,fit,90,yes,yes,OK
strategy-twobody,hard,action,strategy-twobody.yaml,yes,no,fit,80,yes,yes,OK
strict-production-bom,easy,action,strict-production-bom.yaml,yes,no,fit,40,yes,yes,OK
strict-production-bom,medium,action,strict-production-bom.yaml,yes,no,fit,45,yes,yes,OK
strict-production-bom,hard,action,strict-production-bom.yaml,yes,no,fit,75,yes,yes,OK
strict-sequence,easy,action,strict-sequence.yaml,yes,no,fit,34,yes,yes,OK
strict-sequence,medium,action,strict-sequence.yaml,yes,no,fit,44,yes,yes,OK
strict-sequence,hard,action,strict-sequence.yaml,yes,no,fit,46,yes,yes,OK
strict-toolban-fidelity-under-pressure,easy,action,strict-toolban-fidelity-under-pressure.yaml,yes,no,fit,55,yes,yes,OK
strict-toolban-fidelity-under-pressure,medium,action,strict-toolban-fidelity-under-pressure.yaml,yes,no,fit,55,yes,yes,OK
strict-toolban-fidelity-under-pressure,hard,action,strict-toolban-fidelity-under-pressure.yaml,yes,no,fit,55,yes,yes,OK
tech-aggro-all-in,easy,reasoning,tech-aggro-all-in.yaml,yes,yes,fit,50,yes,yes,OK
tech-aggro-all-in,medium,reasoning,tech-aggro-all-in.yaml,yes,yes,fit,40,yes,yes,OK
tech-aggro-all-in,hard,reasoning,tech-aggro-all-in.yaml,yes,yes,fit,37,yes,yes,OK
tech-balanced-econ-then-tech,easy,reasoning,tech-balanced-econ-then-tech.yaml,yes,yes,fit,90,yes,yes,OK
tech-balanced-econ-then-tech,medium,reasoning,tech-balanced-econ-then-tech.yaml,yes,yes,fit,70,yes,yes,OK
tech-balanced-econ-then-tech,hard,reasoning,tech-balanced-econ-then-tech.yaml,yes,yes,fit,60,yes,yes,OK
tech-production-planning,easy,reasoning,tech-production-planning.yaml,yes,yes,fit,60,yes,yes,OK
tech-production-planning,medium,reasoning,tech-production-planning.yaml,yes,yes,fit,80,yes,yes,OK
tech-production-planning,hard,reasoning,tech-production-planning.yaml,yes,yes,fit,90,yes,yes,OK
tech-turtle-defensive-tech,easy,reasoning,tech-turtle-defensive-tech.yaml,yes,yes,fit,90,yes,yes,OK
tech-turtle-defensive-tech,medium,reasoning,tech-turtle-defensive-tech.yaml,yes,yes,fit,80,yes,yes,OK
tech-turtle-defensive-tech,hard,reasoning,tech-turtle-defensive-tech.yaml,yes,yes,fit,80,yes,yes,OK
tempo-double-window,easy,reasoning,tempo-double-window.yaml,yes,no,fit,52,yes,yes,OK
tempo-double-window,medium,reasoning,tempo-double-window.yaml,yes,no,fit,52,yes,yes,OK
tempo-double-window,hard,reasoning,tempo-double-window.yaml,yes,no,fit,52,yes,yes,OK
tempo-strike-window,easy,reasoning,tempo-strike-window.yaml,yes,no,fit,48,yes,yes,OK
tempo-strike-window,medium,reasoning,tempo-strike-window.yaml,yes,no,fit,52,yes,yes,OK
tempo-strike-window,hard,reasoning,tempo-strike-window.yaml,yes,no,fit,56,yes,yes,OK
tp-decision-under-clock,easy,reasoning,tp-decision-under-clock.yaml,yes,no,fit,40,yes,yes,OK
tp-decision-under-clock,medium,reasoning,tp-decision-under-clock.yaml,yes,no,fit,35,yes,yes,OK
tp-decision-under-clock,hard,reasoning,tp-decision-under-clock.yaml,yes,no,fit,35,yes,yes,OK
tp-pressure-procedural,easy,action,tp-pressure-procedural.yaml,yes,no,fit,31,yes,yes,OK
tp-pressure-procedural,medium,action,tp-pressure-procedural.yaml,yes,no,fit,31,yes,yes,OK
tp-pressure-procedural,hard,action,tp-pressure-procedural.yaml,yes,no,fit,31,yes,yes,OK
tp-rush-multi-objective,easy,action,tp-rush-multi-objective.yaml,yes,no,fit,26,yes,yes,OK
tp-rush-multi-objective,medium,action,tp-rush-multi-objective.yaml,yes,no,fit,23,yes,yes,OK
tp-rush-multi-objective,hard,action,tp-rush-multi-objective.yaml,yes,no,fit,23,yes,yes,OK
tp-rush-objective-very-fast,easy,action,tp-rush-objective-very-fast.yaml,yes,yes,fit,40,yes,yes,OK
tp-rush-objective-very-fast,medium,action,tp-rush-objective-very-fast.yaml,yes,yes,fit,33,yes,yes,OK
tp-rush-objective-very-fast,hard,action,tp-rush-objective-very-fast.yaml,yes,yes,fit,33,yes,yes,OK
tp-survive-and-grow,easy,reasoning,tp-survive-and-grow.yaml,yes,yes,fit,60,yes,yes,OK
tp-survive-and-grow,medium,reasoning,tp-survive-and-grow.yaml,yes,yes,fit,60,yes,yes,OK
tp-survive-and-grow,hard,reasoning,tp-survive-and-grow.yaml,yes,yes,fit,60,yes,yes,OK
tp-survive-and-strike-at-window,easy,reasoning,tp-survive-and-strike-at-window.yaml,yes,no,fit,50,yes,yes,OK
tp-survive-and-strike-at-window,medium,reasoning,tp-survive-and-strike-at-window.yaml,yes,no,fit,45,yes,yes,OK
tp-survive-and-strike-at-window,hard,reasoning,tp-survive-and-strike-at-window.yaml,yes,no,fit,42,yes,yes,OK
tp-survive-n-turns,easy,reasoning,tp-survive-n-turns.yaml,yes,no,fit,45,yes,yes,OK
tp-survive-n-turns,medium,reasoning,tp-survive-n-turns.yaml,yes,no,fit,55,yes,yes,OK
tp-survive-n-turns,hard,reasoning,tp-survive-n-turns.yaml,yes,no,fit,65,yes,yes,OK
